epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
337,827.208,0.01627,0.98996,1,0.02719,0.0033472,0.0033472,0.0033472
338,919.069,0.01753,0.98996,1,0.02733,0.0033274,0.0033274,0.0033274
339,1010.87,0.02373,0.98996,1,0.02736,0.0033076,0.0033076,0.0033076
340,1102.94,0.02187,0.98996,1,0.02714,0.0032878,0.0032878,0.0032878
341,1196.83,0.02242,0.98996,1,0.02723,0.003268,0.003268,0.003268
342,1289.94,0.01981,0.98996,1,0.02715,0.0032482,0.0032482,0.0032482
343,1381.9,0.02153,0.98996,1,0.02714,0.0032284,0.0032284,0.0032284
344,1473.61,0.0207,0.99021,1,0.02708,0.0032086,0.0032086,0.0032086
345,1566.66,0.02182,0.99021,1,0.02712,0.0031888,0.0031888,0.0031888
346,1659.94,0.02477,0.99046,1,0.0272,0.003169,0.003169,0.003169
347,1752.63,0.0192,0.99046,1,0.0272,0.0031492,0.0031492,0.0031492
348,1844.91,0.02362,0.99046,1,0.02709,0.0031294,0.0031294,0.0031294
349,1936.38,0.0252,0.99046,1,0.02721,0.0031096,0.0031096,0.0031096
350,2028.42,0.02398,0.99021,1,0.02719,0.0030898,0.0030898,0.0030898
351,2117.72,0.02292,0.99021,1,0.02714,0.00307,0.00307,0.00307
352,2206.84,0.02303,0.99021,1,0.02715,0.0030502,0.0030502,0.0030502
353,2295.27,0.02262,0.99021,1,0.02715,0.0030304,0.0030304,0.0030304
354,2385.89,0.02448,0.98996,1,0.02718,0.0030106,0.0030106,0.0030106
355,2477.18,0.02691,0.98996,1,0.02716,0.0029908,0.0029908,0.0029908
356,2568.82,0.02255,0.98996,1,0.02713,0.002971,0.002971,0.002971
357,2658.49,0.02194,0.98996,1,0.02714,0.0029512,0.0029512,0.0029512
358,2748.83,0.02409,0.98996,1,0.02713,0.0029314,0.0029314,0.0029314
359,2838.7,0.02306,0.98996,1,0.02708,0.0029116,0.0029116,0.0029116
360,2929.31,0.02572,0.98996,1,0.02701,0.0028918,0.0028918,0.0028918
361,3020.06,0.02206,0.98996,1,0.02706,0.002872,0.002872,0.002872
362,3112.21,0.02201,0.98996,1,0.02722,0.0028522,0.0028522,0.0028522
363,3204.09,0.02365,0.98996,1,0.02704,0.0028324,0.0028324,0.0028324
364,3296.23,0.02239,0.98996,1,0.02713,0.0028126,0.0028126,0.0028126
365,3385.74,0.02753,0.98996,1,0.02716,0.0027928,0.0027928,0.0027928
366,3476.34,0.01992,0.98996,1,0.02712,0.002773,0.002773,0.002773
367,3567.44,0.02163,0.98996,1,0.02707,0.0027532,0.0027532,0.0027532
368,3658.46,0.02302,0.98996,1,0.02697,0.0027334,0.0027334,0.0027334
369,3749.56,0.02138,0.99021,1,0.02693,0.0027136,0.0027136,0.0027136
370,3841.54,0.02072,0.98996,1,0.02697,0.0026938,0.0026938,0.0026938
371,3927.5,0.02116,0.99021,1,0.02702,0.002674,0.002674,0.002674
372,4016.76,0.02004,0.99021,1,0.02695,0.0026542,0.0026542,0.0026542
373,4106.53,0.02243,0.99021,1,0.02703,0.0026344,0.0026344,0.0026344
374,4195.27,0.0216,0.99046,1,0.02704,0.0026146,0.0026146,0.0026146
375,4286,0.02075,0.99046,1,0.02705,0.0025948,0.0025948,0.0025948
376,4376.22,0.0215,0.99046,1,0.02698,0.002575,0.002575,0.002575
377,4467.92,0.02078,0.99046,1,0.02694,0.0025552,0.0025552,0.0025552
378,4557.79,0.02355,0.99046,1,0.02698,0.0025354,0.0025354,0.0025354
379,4648.81,0.02137,0.99046,1,0.02707,0.0025156,0.0025156,0.0025156
380,4740.1,0.02095,0.99046,1,0.02701,0.0024958,0.0024958,0.0024958
381,4827.8,0.01997,0.99021,1,0.02701,0.002476,0.002476,0.002476
382,4918.41,0.01555,0.99046,1,0.02701,0.0024562,0.0024562,0.0024562
383,5007.44,0.02082,0.99046,1,0.02696,0.0024364,0.0024364,0.0024364
384,5099.67,0.02442,0.99046,1,0.02715,0.0024166,0.0024166,0.0024166
385,5192.36,0.02141,0.99021,1,0.02692,0.0023968,0.0023968,0.0023968
386,5284.41,0.02038,0.99021,1,0.027,0.002377,0.002377,0.002377
387,5375.31,0.02251,0.99021,1,0.0269,0.0023572,0.0023572,0.0023572
388,5467.63,0.01934,0.99021,1,0.02695,0.0023374,0.0023374,0.0023374
389,5559.95,0.01896,0.99021,1,0.02682,0.0023176,0.0023176,0.0023176
390,5650.63,0.01623,0.99021,1,0.02693,0.0022978,0.0022978,0.0022978
391,5741.22,0.01638,0.99021,1,0.02696,0.002278,0.002278,0.002278
392,5831.68,0.01882,0.99046,1,0.02695,0.0022582,0.0022582,0.0022582
393,5922.14,0.01923,0.99046,1,0.0269,0.0022384,0.0022384,0.0022384
394,6011.73,0.02009,0.99021,1,0.02693,0.0022186,0.0022186,0.0022186
395,6100.6,0.02023,0.99021,1,0.02686,0.0021988,0.0021988,0.0021988
396,6192.35,0.01984,0.99021,1,0.02689,0.002179,0.002179,0.002179
397,6283.35,0.01782,0.99021,1,0.02687,0.0021592,0.0021592,0.0021592
398,6375,0.01756,0.99021,1,0.0269,0.0021394,0.0021394,0.0021394
399,6466.77,0.01661,0.99021,1,0.02695,0.0021196,0.0021196,0.0021196
400,6559.91,0.01517,0.99021,1,0.02692,0.0020998,0.0020998,0.0020998
401,6650.72,0.0183,0.99021,1,0.02689,0.00208,0.00208,0.00208
402,6739.52,0.01706,0.99021,1,0.02691,0.0020602,0.0020602,0.0020602
403,6830.5,0.01762,0.99021,1,0.02687,0.0020404,0.0020404,0.0020404
404,6922.39,0.01663,0.99021,1,0.02699,0.0020206,0.0020206,0.0020206
405,7013.52,0.01563,0.99021,1,0.02694,0.0020008,0.0020008,0.0020008
406,7104.75,0.0153,0.99021,1,0.02697,0.001981,0.001981,0.001981
407,7196.2,0.01767,0.99021,1,0.02685,0.0019612,0.0019612,0.0019612
408,7286.58,0.01553,0.99021,1,0.0269,0.0019414,0.0019414,0.0019414
409,7376.27,0.0152,0.99021,1,0.02699,0.0019216,0.0019216,0.0019216
410,7466.19,0.01683,0.99021,1,0.02691,0.0019018,0.0019018,0.0019018
411,7556.18,0.01502,0.99021,1,0.02695,0.001882,0.001882,0.001882
412,7648.68,0.01712,0.99021,1,0.02698,0.0018622,0.0018622,0.0018622
413,7739.48,0.01504,0.99021,1,0.0269,0.0018424,0.0018424,0.0018424
414,7829.49,0.01683,0.99021,1,0.02686,0.0018226,0.0018226,0.0018226
415,7921.62,0.01615,0.99021,1,0.02693,0.0018028,0.0018028,0.0018028
416,8014.14,0.01395,0.99021,1,0.02694,0.001783,0.001783,0.001783
417,8104.19,0.01512,0.99021,1,0.02693,0.0017632,0.0017632,0.0017632
418,8191.32,0.01659,0.99021,1,0.02685,0.0017434,0.0017434,0.0017434
419,8283.13,0.01474,0.99021,1,0.02694,0.0017236,0.0017236,0.0017236
420,8376.53,0.01211,0.99046,1,0.02686,0.0017038,0.0017038,0.0017038
421,8467.95,0.01361,0.99046,1,0.02697,0.001684,0.001684,0.001684
422,8560.1,0.01354,0.98996,1,0.02682,0.0016642,0.0016642,0.0016642
423,8651.14,0.01283,0.98996,1,0.02678,0.0016444,0.0016444,0.0016444
424,8742.83,0.01385,0.98996,1,0.0268,0.0016246,0.0016246,0.0016246
425,8833.86,0.01567,0.98996,1,0.02673,0.0016048,0.0016048,0.0016048
426,8925.43,0.01372,0.99021,1,0.02673,0.001585,0.001585,0.001585
427,9015.94,0.01517,0.99021,1,0.02671,0.0015652,0.0015652,0.0015652
428,9107.34,0.01281,0.99021,1,0.02668,0.0015454,0.0015454,0.0015454
429,9198.86,0.01403,0.99021,1,0.02666,0.0015256,0.0015256,0.0015256
430,9290.52,0.01287,0.99021,1,0.02664,0.0015058,0.0015058,0.0015058
431,9381.82,0.01268,0.99021,1,0.02669,0.001486,0.001486,0.001486
432,9471.17,0.0114,0.99021,1,0.02664,0.0014662,0.0014662,0.0014662
433,9561.9,0.0094,0.99046,1,0.02659,0.0014464,0.0014464,0.0014464
434,9653.23,0.01372,0.99046,1,0.02664,0.0014266,0.0014266,0.0014266
435,9744.83,0.0128,0.99046,1,0.02646,0.0014068,0.0014068,0.0014068
436,9834.1,0.01141,0.99046,1,0.02651,0.001387,0.001387,0.001387
437,9925.8,0.01183,0.99046,1,0.02642,0.0013672,0.0013672,0.0013672
438,10017,0.00939,0.99046,1,0.02644,0.0013474,0.0013474,0.0013474
439,10107,0.0111,0.99046,1,0.02636,0.0013276,0.0013276,0.0013276
440,10197.8,0.01098,0.99072,1,0.02634,0.0013078,0.0013078,0.0013078
441,10289.8,0.00998,0.99072,1,0.02627,0.001288,0.001288,0.001288
442,10381.4,0.00896,0.99072,1,0.02627,0.0012682,0.0012682,0.0012682
443,10472.5,0.00859,0.99072,1,0.02611,0.0012484,0.0012484,0.0012484
444,10564.1,0.00952,0.99072,1,0.02622,0.0012286,0.0012286,0.0012286
445,10656.5,0.00882,0.99072,1,0.02622,0.0012088,0.0012088,0.0012088
446,10745.2,0.00774,0.99072,1,0.02614,0.001189,0.001189,0.001189
447,10835.5,0.01041,0.99072,1,0.02606,0.0011692,0.0011692,0.0011692
448,10927.5,0.00918,0.99072,1,0.02598,0.0011494,0.0011494,0.0011494
449,11020.6,0.00834,0.99072,1,0.02598,0.0011296,0.0011296,0.0011296
450,11113.3,0.0084,0.99072,1,0.02606,0.0011098,0.0011098,0.0011098
451,11205.4,0.00715,0.99072,1,0.02596,0.00109,0.00109,0.00109
452,11295.8,0.00907,0.99097,1,0.02602,0.0010702,0.0010702,0.0010702
453,11387.1,0.00887,0.99072,1,0.02597,0.0010504,0.0010504,0.0010504
454,11478,0.00717,0.99072,1,0.02599,0.0010306,0.0010306,0.0010306
455,11569.2,0.00858,0.99072,1,0.02589,0.0010108,0.0010108,0.0010108
456,11660.9,0.00685,0.99072,1,0.02592,0.000991,0.000991,0.000991
457,11753.7,0.00754,0.99072,1,0.02589,0.0009712,0.0009712,0.0009712
458,11845.6,0.00755,0.99072,1,0.02589,0.0009514,0.0009514,0.0009514
459,11936.5,0.00804,0.99072,1,0.02595,0.0009316,0.0009316,0.0009316
460,12027.9,0.00672,0.99072,1,0.02593,0.0009118,0.0009118,0.0009118
461,12120.7,0.00746,0.99072,1,0.02593,0.000892,0.000892,0.000892
462,12212.3,0.0064,0.99072,1,0.0258,0.0008722,0.0008722,0.0008722
463,12302.8,0.00599,0.99097,1,0.02592,0.0008524,0.0008524,0.0008524
464,12393,0.00593,0.99097,1,0.02579,0.0008326,0.0008326,0.0008326
465,12484.6,0.00695,0.99097,1,0.02582,0.0008128,0.0008128,0.0008128
466,12575.6,0.00556,0.99097,1,0.0258,0.000793,0.000793,0.000793
467,12667.4,0.0058,0.99097,1,0.02576,0.0007732,0.0007732,0.0007732
468,12756.8,0.00538,0.99097,1,0.02575,0.0007534,0.0007534,0.0007534
469,12844.7,0.00651,0.99122,1,0.02574,0.0007336,0.0007336,0.0007336
470,12935.5,0.00539,0.99122,1,0.02576,0.0007138,0.0007138,0.0007138
471,13028.4,0.00476,0.99122,1,0.02569,0.000694,0.000694,0.000694
472,13119.5,0.00508,0.99122,1,0.02578,0.0006742,0.0006742,0.0006742
473,13209.5,0.00435,0.99122,1,0.02556,0.0006544,0.0006544,0.0006544
474,13301.5,0.00526,0.99122,1,0.02565,0.0006346,0.0006346,0.0006346
475,13392.5,0.00559,0.99122,1,0.02557,0.0006148,0.0006148,0.0006148
476,13482.5,0.00573,0.99122,1,0.02556,0.000595,0.000595,0.000595
477,13570.5,0.00537,0.99122,1,0.02558,0.0005752,0.0005752,0.0005752
478,13660.6,0.00558,0.99122,1,0.02546,0.0005554,0.0005554,0.0005554
479,13753.4,0.00557,0.99122,1,0.02561,0.0005356,0.0005356,0.0005356
480,13846.8,0.00414,0.99122,1,0.02551,0.0005158,0.0005158,0.0005158
481,13939.1,0.00423,0.99122,1,0.02554,0.000496,0.000496,0.000496
482,14030.6,0.00401,0.99122,1,0.02555,0.0004762,0.0004762,0.0004762
483,14121.4,0.00399,0.99122,1,0.02553,0.0004564,0.0004564,0.0004564
484,14212.4,0.00525,0.99147,1,0.02541,0.0004366,0.0004366,0.0004366
485,14301.8,0.00395,0.99147,1,0.02543,0.0004168,0.0004168,0.0004168
486,14393.5,0.0048,0.99147,1,0.02547,0.000397,0.000397,0.000397
487,14484.5,0.00351,0.99122,1,0.0254,0.0003772,0.0003772,0.0003772
488,14575.1,0.00314,0.99097,1,0.02539,0.0003574,0.0003574,0.0003574
489,14666.5,0.00351,0.99147,1,0.02538,0.0003376,0.0003376,0.0003376
490,14759.5,0.00266,0.99122,1,0.02543,0.0003178,0.0003178,0.0003178
491,14859.9,0.0029,0.99122,1,0.02532,0.000298,0.000298,0.000298
492,14951.8,0.00362,0.99122,1,0.0254,0.0002782,0.0002782,0.0002782
493,15042.6,0.00347,0.99122,1,0.02524,0.0002584,0.0002584,0.0002584
494,15135.8,0.00223,0.99122,1,0.02531,0.0002386,0.0002386,0.0002386
495,15227.5,0.00321,0.99147,1,0.02532,0.0002188,0.0002188,0.0002188
496,15319.1,0.00238,0.99147,1,0.02534,0.000199,0.000199,0.000199
497,15412.2,0.00251,0.99147,1,0.02521,0.0001792,0.0001792,0.0001792
498,15504.3,0.0027,0.99122,1,0.02529,0.0001594,0.0001594,0.0001594
499,15594.5,0.00316,0.99122,1,0.02526,0.0001396,0.0001396,0.0001396
500,15685.5,0.0028,0.99122,1,0.02537,0.0001198,0.0001198,0.0001198
