epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
25,2024.19,0.04351,0.96989,1,0.07534,0.0095248,0.0095248,0.0095248
26,2106.32,0.04791,0.9724,1,0.06914,0.009505,0.009505,0.009505
27,2187.1,0.04445,0.97917,1,0.05883,0.0094852,0.0094852,0.0094852
28,2267.33,0.04504,0.97114,1,0.07747,0.0094654,0.0094654,0.0094654
29,2348.56,0.04363,0.97516,1,0.06537,0.0094456,0.0094456,0.0094456
30,2430.75,0.04621,0.97516,1,0.06549,0.0094258,0.0094258,0.0094258
31,2512.86,0.04512,0.9734,1,0.07282,0.009406,0.009406,0.009406
32,2593.76,0.05021,0.96989,1,0.08297,0.0093862,0.0093862,0.0093862
33,2675.83,0.04939,0.95709,1,0.10007,0.0093664,0.0093664,0.0093664
34,2756.72,0.05109,0.97089,1,0.07117,0.0093466,0.0093466,0.0093466
35,2838.34,0.04938,0.97867,1,0.05704,0.0093268,0.0093268,0.0093268
36,2919.43,0.04944,0.97415,1,0.06443,0.009307,0.009307,0.009307
37,3001.86,0.05254,0.97265,1,0.07413,0.0092872,0.0092872,0.0092872
38,3082.09,0.04985,0.9734,1,0.07903,0.0092674,0.0092674,0.0092674
39,3162.23,0.06036,0.97064,1,0.0697,0.0092476,0.0092476,0.0092476
40,3242.59,0.05171,0.96738,1,0.08535,0.0092278,0.0092278,0.0092278
41,3324.6,0.05673,0.97265,1,0.07552,0.009208,0.009208,0.009208
42,3404.72,0.05424,0.97691,1,0.06358,0.0091882,0.0091882,0.0091882
43,3485.42,0.05426,0.96612,1,0.0923,0.0091684,0.0091684,0.0091684
44,3565.54,0.06191,0.97491,1,0.06553,0.0091486,0.0091486,0.0091486
45,3647.31,0.05515,0.97541,1,0.06833,0.0091288,0.0091288,0.0091288
46,3727.98,0.05829,0.97114,1,0.07419,0.009109,0.009109,0.009109
47,3808.99,0.05555,0.97139,1,0.07436,0.0090892,0.0090892,0.0090892
48,3889.88,0.05914,0.97164,1,0.07913,0.0090694,0.0090694,0.0090694
49,3973.13,0.05771,0.96537,1,0.09227,0.0090496,0.0090496,0.0090496
50,4056.05,0.06202,0.97541,1,0.06478,0.0090298,0.0090298,0.0090298
51,4137.45,0.06286,0.9744,1,0.06647,0.00901,0.00901,0.00901
52,4218.87,0.06671,0.97365,1,0.06794,0.0089902,0.0089902,0.0089902
53,4301.13,0.06286,0.98143,1,0.05642,0.0089704,0.0089704,0.0089704
54,4381.98,0.05555,0.97591,1,0.06453,0.0089506,0.0089506,0.0089506
55,4464,0.05815,0.97616,1,0.06559,0.0089308,0.0089308,0.0089308
56,4545.9,0.06831,0.97114,1,0.07356,0.008911,0.008911,0.008911
57,4627.95,0.06164,0.96989,1,0.07853,0.0088912,0.0088912,0.0088912
58,4708.52,0.06127,0.97516,1,0.07158,0.0088714,0.0088714,0.0088714
59,4789.21,0.05929,0.97365,1,0.07188,0.0088516,0.0088516,0.0088516
60,4869.92,0.05738,0.97616,1,0.06896,0.0088318,0.0088318,0.0088318
61,4950.38,0.0583,0.98018,1,0.04575,0.008812,0.008812,0.008812
62,5030.63,0.05978,0.97591,1,0.05399,0.0087922,0.0087922,0.0087922
63,5110.85,0.05728,0.96964,1,0.07787,0.0087724,0.0087724,0.0087724
64,5191.63,0.0634,0.97967,1,0.0589,0.0087526,0.0087526,0.0087526
65,5273.61,0.06293,0.97365,1,0.07013,0.0087328,0.0087328,0.0087328
66,5353.42,0.0694,0.97616,1,0.05968,0.008713,0.008713,0.008713
67,5435.44,0.05887,0.97491,1,0.06376,0.0086932,0.0086932,0.0086932
68,5515.4,0.07005,0.97767,1,0.061,0.0086734,0.0086734,0.0086734
69,5596.95,0.06701,0.9729,1,0.06683,0.0086536,0.0086536,0.0086536
70,5677.12,0.06725,0.97516,1,0.06791,0.0086338,0.0086338,0.0086338
71,5757.42,0.06618,0.97942,1,0.04922,0.008614,0.008614,0.008614
72,5837.71,0.06176,0.97064,1,0.07096,0.0085942,0.0085942,0.0085942
73,5919.01,0.06407,0.98143,1,0.048,0.0085744,0.0085744,0.0085744
74,5998.96,0.05943,0.98018,1,0.04833,0.0085546,0.0085546,0.0085546
75,6079.5,0.0628,0.9739,1,0.0647,0.0085348,0.0085348,0.0085348
76,6160.85,0.06675,0.97491,1,0.06078,0.008515,0.008515,0.008515
77,6242.56,0.06078,0.97591,1,0.06651,0.0084952,0.0084952,0.0084952
78,6324.15,0.06516,0.97215,1,0.06843,0.0084754,0.0084754,0.0084754
79,6405.98,0.06405,0.97817,1,0.06118,0.0084556,0.0084556,0.0084556
80,6486.13,0.06546,0.97616,1,0.06398,0.0084358,0.0084358,0.0084358
81,6567.8,0.06249,0.98093,1,0.05256,0.008416,0.008416,0.008416
82,6647.51,0.0655,0.97817,1,0.05851,0.0083962,0.0083962,0.0083962
83,6727.8,0.06375,0.98243,1,0.04811,0.0083764,0.0083764,0.0083764
84,6807.54,0.05847,0.98243,1,0.0501,0.0083566,0.0083566,0.0083566
85,6888.61,0.05955,0.98168,1,0.05075,0.0083368,0.0083368,0.0083368
86,6968.26,0.06534,0.98043,1,0.06126,0.008317,0.008317,0.008317
87,7048.37,0.05907,0.98344,1,0.04746,0.0082972,0.0082972,0.0082972
88,7127.36,0.06187,0.97817,1,0.05385,0.0082774,0.0082774,0.0082774
89,7207.46,0.06433,0.97967,1,0.04907,0.0082576,0.0082576,0.0082576
90,7287.37,0.06038,0.97942,1,0.05167,0.0082378,0.0082378,0.0082378
91,7368.82,0.05875,0.98093,1,0.04814,0.008218,0.008218,0.008218
92,7449.77,0.05886,0.97967,1,0.05503,0.0081982,0.0081982,0.0081982
93,7531.71,0.06194,0.97817,1,0.05209,0.0081784,0.0081784,0.0081784
94,7611.64,0.06394,0.98118,1,0.04636,0.0081586,0.0081586,0.0081586
95,7693.65,0.06043,0.97942,1,0.04921,0.0081388,0.0081388,0.0081388
96,7775.08,0.05871,0.98269,1,0.04967,0.008119,0.008119,0.008119
97,7857.68,0.05976,0.98545,1,0.04321,0.0080992,0.0080992,0.0080992
98,7937.33,0.06006,0.98018,1,0.04771,0.0080794,0.0080794,0.0080794
99,8018.9,0.05751,0.98193,1,0.04796,0.0080596,0.0080596,0.0080596
100,8099.65,0.06361,0.98193,1,0.05093,0.0080398,0.0080398,0.0080398
101,8180.11,0.05929,0.98243,1,0.04402,0.00802,0.00802,0.00802
102,8259.66,0.05966,0.98218,1,0.05123,0.0080002,0.0080002,0.0080002
103,8341.18,0.05841,0.97967,1,0.05065,0.0079804,0.0079804,0.0079804
104,8421.73,0.05946,0.98294,1,0.04579,0.0079606,0.0079606,0.0079606
105,8503.61,0.06152,0.98319,1,0.04112,0.0079408,0.0079408,0.0079408
106,8583.44,0.06078,0.98319,1,0.04861,0.007921,0.007921,0.007921
107,8664.57,0.05656,0.98294,1,0.04554,0.0079012,0.0079012,0.0079012
108,8745.19,0.06307,0.98093,1,0.04583,0.0078814,0.0078814,0.0078814
109,8826.67,0.05827,0.98269,1,0.04608,0.0078616,0.0078616,0.0078616
110,8907.49,0.05613,0.98519,1,0.04236,0.0078418,0.0078418,0.0078418
111,8988.93,0.05944,0.98193,1,0.04449,0.007822,0.007822,0.007822
112,9069.7,0.05645,0.98193,1,0.04987,0.0078022,0.0078022,0.0078022
113,9150.85,0.0546,0.98218,1,0.05145,0.0077824,0.0077824,0.0077824
114,9230.93,0.05696,0.98018,1,0.05054,0.0077626,0.0077626,0.0077626
115,9311.08,0.0548,0.98118,1,0.04543,0.0077428,0.0077428,0.0077428
116,9390.43,0.05595,0.98494,1,0.03843,0.007723,0.007723,0.007723
117,9471.79,0.05782,0.9857,1,0.04059,0.0077032,0.0077032,0.0077032
118,9552.1,0.05487,0.98419,1,0.03753,0.0076834,0.0076834,0.0076834
119,9633.57,0.05675,0.98243,1,0.04296,0.0076636,0.0076636,0.0076636
120,9715.33,0.05836,0.98193,1,0.04944,0.0076438,0.0076438,0.0076438
121,9797.33,0.0577,0.98294,1,0.04205,0.007624,0.007624,0.007624
122,9879.25,0.05738,0.98344,1,0.04184,0.0076042,0.0076042,0.0076042
123,9960.59,0.05897,0.98168,1,0.04575,0.0075844,0.0075844,0.0075844
124,10041.3,0.05664,0.98369,1,0.04181,0.0075646,0.0075646,0.0075646
125,10123.2,0.05644,0.98344,1,0.04321,0.0075448,0.0075448,0.0075448
126,10205.2,0.05613,0.98519,1,0.03846,0.007525,0.007525,0.007525
127,10286.9,0.06051,0.98519,1,0.04084,0.0075052,0.0075052,0.0075052
128,10369.7,0.05201,0.98545,1,0.03875,0.0074854,0.0074854,0.0074854
129,10450.9,0.05373,0.98344,1,0.04144,0.0074656,0.0074656,0.0074656
130,10532.6,0.05369,0.9872,1,0.03519,0.0074458,0.0074458,0.0074458
131,10613.3,0.05277,0.98846,1,0.03471,0.007426,0.007426,0.007426
132,10695.7,0.05184,0.98821,1,0.03435,0.0074062,0.0074062,0.0074062
133,10779.1,0.05396,0.98745,1,0.03471,0.0073864,0.0073864,0.0073864
134,10860.3,0.05217,0.9857,1,0.04075,0.0073666,0.0073666,0.0073666
135,10941.2,0.05536,0.98519,1,0.04189,0.0073468,0.0073468,0.0073468
136,11022.9,0.05902,0.98494,1,0.04167,0.007327,0.007327,0.007327
137,11104.8,0.05379,0.98545,1,0.0381,0.0073072,0.0073072,0.0073072
138,11186.5,0.04938,0.98595,1,0.03495,0.0072874,0.0072874,0.0072874
139,11267.5,0.05199,0.9867,1,0.03304,0.0072676,0.0072676,0.0072676
140,11349.7,0.05142,0.9872,1,0.0309,0.0072478,0.0072478,0.0072478
141,11432.7,0.05287,0.98545,1,0.03334,0.007228,0.007228,0.007228
142,11514.8,0.05429,0.9862,1,0.03291,0.0072082,0.0072082,0.0072082
143,11596.7,0.05343,0.9867,1,0.03243,0.0071884,0.0071884,0.0071884
144,11678,0.05538,0.98846,1,0.03286,0.0071686,0.0071686,0.0071686
145,11764.5,0.05837,0.98871,1,0.03384,0.0071488,0.0071488,0.0071488
146,11849.3,0.05401,0.9877,1,0.03204,0.007129,0.007129,0.007129
147,11932.2,0.05041,0.98645,1,0.03113,0.0071092,0.0071092,0.0071092
148,12015.1,0.05475,0.98821,1,0.02964,0.0070894,0.0070894,0.0070894
149,12097.3,0.0484,0.9872,1,0.03095,0.0070696,0.0070696,0.0070696
150,12179.2,0.04978,0.98846,1,0.03061,0.0070498,0.0070498,0.0070498
151,12260.4,0.05387,0.98795,1,0.03159,0.00703,0.00703,0.00703
152,12341.8,0.05023,0.9872,1,0.03203,0.0070102,0.0070102,0.0070102
153,12422.2,0.05518,0.98821,1,0.03083,0.0069904,0.0069904,0.0069904
154,12502.7,0.0471,0.98921,1,0.02823,0.0069706,0.0069706,0.0069706
155,12582.8,0.05061,0.98896,1,0.02943,0.0069508,0.0069508,0.0069508
156,12663.2,0.05063,0.98896,1,0.03033,0.006931,0.006931,0.006931
157,12744.1,0.05028,0.99021,1,0.03054,0.0069112,0.0069112,0.0069112
158,12825.6,0.0526,0.98896,1,0.03056,0.0068914,0.0068914,0.0068914
159,12905.6,0.04972,0.98871,1,0.03096,0.0068716,0.0068716,0.0068716
160,12986.6,0.04972,0.98921,1,0.03256,0.0068518,0.0068518,0.0068518
161,13068.1,0.05056,0.98996,1,0.03117,0.006832,0.006832,0.006832
162,13149.2,0.0552,0.98971,1,0.03033,0.0068122,0.0068122,0.0068122
163,13229,0.05299,0.98795,1,0.02946,0.0067924,0.0067924,0.0067924
164,13310.2,0.05123,0.98946,1,0.02989,0.0067726,0.0067726,0.0067726
165,13390.8,0.04914,0.98846,1,0.0312,0.0067528,0.0067528,0.0067528
166,13472.3,0.04596,0.98795,1,0.03269,0.006733,0.006733,0.006733
167,13553.2,0.04964,0.98871,1,0.03407,0.0067132,0.0067132,0.0067132
168,13635,0.04887,0.98745,1,0.03578,0.0066934,0.0066934,0.0066934
169,13716,0.04693,0.9872,1,0.03604,0.0066736,0.0066736,0.0066736
170,13796.9,0.04847,0.9872,1,0.03545,0.0066538,0.0066538,0.0066538
171,13877.7,0.05034,0.9872,1,0.03561,0.006634,0.006634,0.006634
172,13958.7,0.04852,0.98745,1,0.03666,0.0066142,0.0066142,0.0066142
173,14039.6,0.04733,0.9867,1,0.03631,0.0065944,0.0065944,0.0065944
174,14119.9,0.04984,0.98695,1,0.03658,0.0065746,0.0065746,0.0065746
175,14199.7,0.04696,0.9872,1,0.03512,0.0065548,0.0065548,0.0065548
176,14280.9,0.05103,0.98745,1,0.03402,0.006535,0.006535,0.006535
177,14362,0.04392,0.98795,1,0.03393,0.0065152,0.0065152,0.0065152
178,14443.8,0.04635,0.98921,1,0.03434,0.0064954,0.0064954,0.0064954
179,14525.1,0.0473,0.98871,1,0.03441,0.0064756,0.0064756,0.0064756
180,14606.2,0.04653,0.98745,1,0.034,0.0064558,0.0064558,0.0064558
181,14688.5,0.04695,0.9877,1,0.03305,0.006436,0.006436,0.006436
182,14769.4,0.04608,0.98795,1,0.03228,0.0064162,0.0064162,0.0064162
183,14851.7,0.04333,0.98795,1,0.03196,0.0063964,0.0063964,0.0063964
184,14933.3,0.04838,0.98821,1,0.03161,0.0063766,0.0063766,0.0063766
185,15016.4,0.04897,0.98846,1,0.03159,0.0063568,0.0063568,0.0063568
186,15097.8,0.04965,0.98795,1,0.03243,0.006337,0.006337,0.006337
187,15180.2,0.04752,0.9867,1,0.03319,0.0063172,0.0063172,0.0063172
188,15262.1,0.04863,0.98745,1,0.03366,0.0062974,0.0062974,0.0062974
189,15345.2,0.0469,0.98795,1,0.03253,0.0062776,0.0062776,0.0062776
190,15427.1,0.04571,0.98896,1,0.03276,0.0062578,0.0062578,0.0062578
191,15508.7,0.04057,0.98896,1,0.03242,0.006238,0.006238,0.006238
192,15591.1,0.04031,0.98946,1,0.03269,0.0062182,0.0062182,0.0062182
193,15673.3,0.04938,0.98896,1,0.03249,0.0061984,0.0061984,0.0061984
194,15755.3,0.0438,0.98846,1,0.03308,0.0061786,0.0061786,0.0061786
195,15836.1,0.04628,0.98821,1,0.03338,0.0061588,0.0061588,0.0061588
196,15917.2,0.04503,0.98745,1,0.03338,0.006139,0.006139,0.006139
197,15999.6,0.0452,0.9877,1,0.03288,0.0061192,0.0061192,0.0061192
198,16080.2,0.04397,0.98795,1,0.03185,0.0060994,0.0060994,0.0060994
199,16161.4,0.04557,0.98795,1,0.03158,0.0060796,0.0060796,0.0060796
200,16242.1,0.04504,0.98821,1,0.03121,0.0060598,0.0060598,0.0060598
201,16322.5,0.0449,0.98795,1,0.03116,0.00604,0.00604,0.00604
202,16404.1,0.04344,0.98846,1,0.03131,0.0060202,0.0060202,0.0060202
203,16484.2,0.04615,0.98846,1,0.03191,0.0060004,0.0060004,0.0060004
204,16565.7,0.0444,0.98871,1,0.03134,0.0059806,0.0059806,0.0059806
205,16646.9,0.04199,0.98896,1,0.03064,0.0059608,0.0059608,0.0059608
206,16729,0.04059,0.98921,1,0.03055,0.005941,0.005941,0.005941
207,16810.2,0.03757,0.98846,1,0.03088,0.0059212,0.0059212,0.0059212
208,16892.1,0.0483,0.98921,1,0.03041,0.0059014,0.0059014,0.0059014
209,16972.6,0.04552,0.98871,1,0.03009,0.0058816,0.0058816,0.0058816
210,17053.8,0.04294,0.98846,1,0.03007,0.0058618,0.0058618,0.0058618
211,17132.7,0.04211,0.98871,1,0.02989,0.005842,0.005842,0.005842
212,17212.9,0.04352,0.98921,1,0.02956,0.0058222,0.0058222,0.0058222
213,17296,0.04148,0.98871,1,0.02937,0.0058024,0.0058024,0.0058024
214,17380.9,0.04446,0.98896,1,0.02929,0.0057826,0.0057826,0.0057826
215,17464.9,0.04422,0.98871,1,0.02949,0.0057628,0.0057628,0.0057628
216,17545.3,0.04187,0.98921,1,0.02925,0.005743,0.005743,0.005743
217,17626.8,0.04206,0.98896,1,0.02912,0.0057232,0.0057232,0.0057232
218,17707.6,0.04082,0.98921,1,0.02924,0.0057034,0.0057034,0.0057034
219,17787.8,0.04356,0.98946,1,0.02929,0.0056836,0.0056836,0.0056836
220,17868,0.03714,0.98996,1,0.02946,0.0056638,0.0056638,0.0056638
221,17949.9,0.04039,0.98946,1,0.02917,0.005644,0.005644,0.005644
222,18030.2,0.04395,0.98971,1,0.02943,0.0056242,0.0056242,0.0056242
223,18111.6,0.03936,0.98996,1,0.02937,0.0056044,0.0056044,0.0056044
224,18192.4,0.04765,0.99021,1,0.02924,0.0055846,0.0055846,0.0055846
225,18275.3,0.04002,0.99021,1,0.0291,0.0055648,0.0055648,0.0055648
226,18356.1,0.0413,0.99021,1,0.029,0.005545,0.005545,0.005545
227,18437.6,0.03729,0.99021,1,0.02894,0.0055252,0.0055252,0.0055252
228,18518.2,0.04327,0.99021,1,0.02869,0.0055054,0.0055054,0.0055054
229,18600.2,0.03943,0.99021,1,0.02867,0.0054856,0.0054856,0.0054856
230,18681.9,0.04239,0.99072,1,0.02865,0.0054658,0.0054658,0.0054658
231,18764.5,0.0362,0.99046,1,0.02848,0.005446,0.005446,0.005446
232,18846.6,0.03896,0.98996,1,0.02857,0.0054262,0.0054262,0.0054262
233,18930.1,0.04044,0.98996,1,0.02879,0.0054064,0.0054064,0.0054064
234,19014,0.03649,0.98996,1,0.02868,0.0053866,0.0053866,0.0053866
235,19098.3,0.04195,0.98996,1,0.02868,0.0053668,0.0053668,0.0053668
236,19184.5,0.04005,0.98996,1,0.02895,0.005347,0.005347,0.005347
237,19272.9,0.03975,0.98996,1,0.02897,0.0053272,0.0053272,0.0053272
238,19359.9,0.03618,0.98996,1,0.02874,0.0053074,0.0053074,0.0053074
239,19448,0.0409,0.98971,1,0.02877,0.0052876,0.0052876,0.0052876
240,19535.4,0.04299,0.98971,1,0.02872,0.0052678,0.0052678,0.0052678
241,19622.7,0.03759,0.98971,1,0.02862,0.005248,0.005248,0.005248
242,19708.7,0.0421,0.98921,1,0.02885,0.0052282,0.0052282,0.0052282
243,19795.3,0.03646,0.98971,1,0.02874,0.0052084,0.0052084,0.0052084
244,19880.9,0.0384,0.98971,1,0.02886,0.0051886,0.0051886,0.0051886
245,19966,0.03973,0.98946,1,0.02871,0.0051688,0.0051688,0.0051688
246,20049.7,0.03755,0.98946,1,0.02852,0.005149,0.005149,0.005149
247,87.6267,0.01305,0.98971,1,0.02845,0.0051292,0.0051292,0.0051292
248,170.08,0.01905,0.98971,1,0.02829,0.0051094,0.0051094,0.0051094
249,251.281,0.02319,0.98996,1,0.02831,0.0050896,0.0050896,0.0050896
250,333.012,0.027,0.98971,1,0.02817,0.0050698,0.0050698,0.0050698
251,414.888,0.03237,0.98971,1,0.02831,0.00505,0.00505,0.00505
252,496.281,0.03284,0.98971,1,0.02822,0.0050302,0.0050302,0.0050302
253,579.041,0.03397,0.98946,1,0.02822,0.0050104,0.0050104,0.0050104
254,661.539,0.03844,0.98946,1,0.02819,0.0049906,0.0049906,0.0049906
255,744.392,0.03473,0.98946,1,0.02825,0.0049708,0.0049708,0.0049708
256,825.388,0.03746,0.98946,1,0.02834,0.004951,0.004951,0.004951
257,906.859,0.03646,0.98921,1,0.02841,0.0049312,0.0049312,0.0049312
258,989.001,0.03639,0.98896,1,0.02818,0.0049114,0.0049114,0.0049114
259,1069.96,0.03587,0.98921,1,0.02827,0.0048916,0.0048916,0.0048916
260,1149.67,0.03962,0.98946,1,0.02824,0.0048718,0.0048718,0.0048718
261,1228.95,0.03992,0.98946,1,0.02823,0.004852,0.004852,0.004852
262,1308.82,0.03957,0.98946,1,0.02807,0.0048322,0.0048322,0.0048322
263,1390.39,0.03591,0.98896,1,0.02812,0.0048124,0.0048124,0.0048124
264,1470.67,0.03415,0.98896,1,0.02812,0.0047926,0.0047926,0.0047926
265,1549.72,0.03516,0.98896,1,0.02809,0.0047728,0.0047728,0.0047728
266,1631.03,0.03548,0.98896,1,0.02794,0.004753,0.004753,0.004753
267,1711.25,0.03834,0.98921,1,0.028,0.0047332,0.0047332,0.0047332
268,1791.93,0.03796,0.98921,1,0.02795,0.0047134,0.0047134,0.0047134
269,1871.42,0.03817,0.98921,1,0.02789,0.0046936,0.0046936,0.0046936
270,1954.48,0.03747,0.98921,1,0.02787,0.0046738,0.0046738,0.0046738
271,2035.01,0.03975,0.98921,1,0.02776,0.004654,0.004654,0.004654
272,2114.12,0.03895,0.98921,1,0.02769,0.0046342,0.0046342,0.0046342
273,2193.26,0.03556,0.98946,1,0.02766,0.0046144,0.0046144,0.0046144
274,2273.85,0.03618,0.98946,1,0.02753,0.0045946,0.0045946,0.0045946
275,2354.87,0.03457,0.98946,1,0.02737,0.0045748,0.0045748,0.0045748
276,2436.26,0.03301,0.98946,1,0.02727,0.004555,0.004555,0.004555
277,2516.68,0.03402,0.98946,1,0.02714,0.0045352,0.0045352,0.0045352
278,2599.35,0.03205,0.98971,1,0.02707,0.0045154,0.0045154,0.0045154
279,2680.42,0.03504,0.98996,1,0.02711,0.0044956,0.0044956,0.0044956
280,2761.02,0.03521,0.99021,1,0.0273,0.0044758,0.0044758,0.0044758
281,2841.63,0.03565,0.98996,1,0.02724,0.004456,0.004456,0.004456
282,2923.43,0.03096,0.98996,1,0.02737,0.0044362,0.0044362,0.0044362
283,3004.4,0.03815,0.98996,1,0.02746,0.0044164,0.0044164,0.0044164
284,3085.36,0.03105,0.98971,1,0.02748,0.0043966,0.0043966,0.0043966
285,3164.25,0.03414,0.98996,1,0.02744,0.0043768,0.0043768,0.0043768
286,3245.71,0.03369,0.98996,1,0.02733,0.004357,0.004357,0.004357
287,3326.72,0.03557,0.98971,1,0.02726,0.0043372,0.0043372,0.0043372
288,3405.19,0.03346,0.98996,1,0.02719,0.0043174,0.0043174,0.0043174
289,3484.06,0.03226,0.98996,1,0.02719,0.0042976,0.0042976,0.0042976
290,3564.04,0.03196,0.98996,1,0.0271,0.0042778,0.0042778,0.0042778
291,3643.07,0.03384,0.98996,1,0.02719,0.004258,0.004258,0.004258
292,3719.4,0.03516,0.98971,1,0.02722,0.0042382,0.0042382,0.0042382
293,3797.58,0.0373,0.98996,1,0.02729,0.0042184,0.0042184,0.0042184
294,3876.49,0.03408,0.98996,1,0.02724,0.0041986,0.0041986,0.0041986
295,3957.06,0.03515,0.98996,1,0.02721,0.0041788,0.0041788,0.0041788
296,4036.64,0.03486,0.98996,1,0.02717,0.004159,0.004159,0.004159
297,4116.2,0.03194,0.99021,1,0.02719,0.0041392,0.0041392,0.0041392
298,4197.27,0.03379,0.99021,1,0.02712,0.0041194,0.0041194,0.0041194
299,4277.73,0.02854,0.99021,1,0.02714,0.0040996,0.0040996,0.0040996
300,4358.91,0.0326,0.99046,1,0.02712,0.0040798,0.0040798,0.0040798
301,4438.03,0.02989,0.99046,1,0.02707,0.00406,0.00406,0.00406
302,4519.3,0.0337,0.99021,1,0.02729,0.0040402,0.0040402,0.0040402
303,4600.19,0.03237,0.99046,1,0.02706,0.0040204,0.0040204,0.0040204
304,4680.11,0.02932,0.99046,1,0.0271,0.0040006,0.0040006,0.0040006
305,4759.25,0.03119,0.99046,1,0.02701,0.0039808,0.0039808,0.0039808
306,4839.19,0.02836,0.99046,1,0.02705,0.003961,0.003961,0.003961
307,4919.21,0.02658,0.99046,1,0.02693,0.0039412,0.0039412,0.0039412
308,4997.91,0.02831,0.99046,1,0.027,0.0039214,0.0039214,0.0039214
309,5076.76,0.031,0.99046,1,0.02699,0.0039016,0.0039016,0.0039016
310,5156.96,0.03021,0.99046,1,0.02697,0.0038818,0.0038818,0.0038818
311,5236.57,0.03049,0.99046,1,0.02693,0.003862,0.003862,0.003862
312,5316.33,0.03219,0.99021,1,0.02697,0.0038422,0.0038422,0.0038422
313,5395.48,0.03001,0.99021,1,0.02687,0.0038224,0.0038224,0.0038224
314,5476.29,0.0293,0.99021,1,0.0269,0.0038026,0.0038026,0.0038026
315,5556.4,0.03223,0.99021,1,0.02689,0.0037828,0.0037828,0.0037828
316,5635.47,0.02741,0.99021,1,0.02702,0.003763,0.003763,0.003763
317,5713.75,0.0292,0.99021,1,0.02709,0.0037432,0.0037432,0.0037432
318,5794.05,0.02903,0.99021,1,0.02709,0.0037234,0.0037234,0.0037234
319,5873.4,0.03146,0.99021,1,0.02703,0.0037036,0.0037036,0.0037036
320,5952.25,0.02915,0.99021,1,0.02708,0.0036838,0.0036838,0.0036838
321,6030.91,0.03024,0.99021,1,0.0271,0.003664,0.003664,0.003664
322,6110.57,0.02578,0.99021,1,0.02726,0.0036442,0.0036442,0.0036442
323,6188.18,0.02989,0.98996,1,0.02721,0.0036244,0.0036244,0.0036244
324,6264.37,0.02696,0.98996,1,0.02727,0.0036046,0.0036046,0.0036046
325,6343.2,0.02867,0.98996,1,0.02713,0.0035848,0.0035848,0.0035848
326,6421.3,0.02936,0.98996,1,0.02721,0.003565,0.003565,0.003565
327,6499.57,0.02879,0.98996,1,0.02732,0.0035452,0.0035452,0.0035452
328,6579.94,0.02914,0.98996,1,0.02727,0.0035254,0.0035254,0.0035254
329,93.3974,0.00712,0.98996,1,0.0273,0.0035056,0.0035056,0.0035056
330,187.07,0.00659,0.98996,1,0.02727,0.0034858,0.0034858,0.0034858
331,280.07,0.00748,0.98996,1,0.02728,0.003466,0.003466,0.003466
332,372.566,0.00982,0.98996,1,0.02723,0.0034462,0.0034462,0.0034462
333,464.623,0.0123,0.98996,1,0.02729,0.0034264,0.0034264,0.0034264
334,555.821,0.01367,0.98996,1,0.02728,0.0034066,0.0034066,0.0034066
335,645.592,0.01433,0.98996,1,0.02723,0.0033868,0.0033868,0.0033868
336,735.276,0.01721,0.98996,1,0.02715,0.003367,0.003367,0.003367
