epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,47739.3,0.54704,0.28379,0.90206,0.99123,0.99026,0.99399,0.91968,0.45795,0.18374,0.82927,0.0027334,0.0027334,0.0027334
369,47868.5,0.54814,0.28008,0.9024,0.99032,0.99129,0.994,0.92017,0.45803,0.18352,0.82938,0.0027136,0.0027136,0.0027136
370,47997.2,0.54539,0.28008,0.89881,0.98838,0.99328,0.994,0.92018,0.45811,0.18367,0.82948,0.0026938,0.0026938,0.0026938
371,48127.1,0.5465,0.27937,0.89921,0.98797,0.99429,0.994,0.9205,0.45804,0.18389,0.82948,0.002674,0.002674,0.002674
372,48256.2,0.54456,0.27986,0.89811,0.98785,0.9945,0.99398,0.92068,0.45789,0.18351,0.82939,0.0026542,0.0026542,0.0026542
373,48384.5,0.54737,0.2817,0.9009,0.98782,0.99428,0.994,0.92093,0.45777,0.18319,0.82939,0.0026344,0.0026344,0.0026344
374,48515,0.54556,0.28042,0.89864,0.98786,0.9941,0.99399,0.92083,0.4578,0.18363,0.82946,0.0026146,0.0026146,0.0026146
375,48643.1,0.54388,0.27934,0.90037,0.98809,0.99424,0.99399,0.92103,0.45791,0.18379,0.82965,0.0025948,0.0025948,0.0025948
376,48772.4,0.54401,0.27936,0.90075,0.98816,0.99403,0.99398,0.92083,0.45782,0.18336,0.82974,0.002575,0.002575,0.002575
377,48902.2,0.54547,0.27876,0.89896,0.98815,0.99359,0.99397,0.92122,0.4578,0.18346,0.82975,0.0025552,0.0025552,0.0025552
378,49031.5,0.54303,0.28,0.90105,0.98935,0.99243,0.99393,0.92097,0.4578,0.18301,0.8298,0.0025354,0.0025354,0.0025354
379,49161.5,0.54461,0.27837,0.9019,0.98979,0.99204,0.99392,0.92115,0.45784,0.18333,0.82992,0.0025156,0.0025156,0.0025156
380,49290.8,0.54248,0.2769,0.89823,0.99015,0.99181,0.99392,0.92113,0.45744,0.18313,0.82959,0.0024958,0.0024958,0.0024958
381,49420.1,0.54437,0.27902,0.90018,0.9899,0.99211,0.99388,0.92129,0.45751,0.18278,0.82977,0.002476,0.002476,0.002476
382,49550,0.54283,0.27775,0.89873,0.9899,0.99204,0.99386,0.92136,0.4576,0.18348,0.82978,0.0024562,0.0024562,0.0024562
383,49679,0.54278,0.27746,0.89857,0.99002,0.99206,0.99384,0.92144,0.45745,0.18372,0.8297,0.0024364,0.0024364,0.0024364
384,49807.2,0.54077,0.27655,0.90144,0.98881,0.99313,0.99382,0.92124,0.45716,0.1836,0.82972,0.0024166,0.0024166,0.0024166
385,49937.5,0.54054,0.2762,0.89802,0.9888,0.99318,0.9938,0.92129,0.45693,0.1836,0.82951,0.0023968,0.0023968,0.0023968
386,50065.6,0.5401,0.27528,0.89672,0.98945,0.99316,0.99378,0.92107,0.45705,0.1837,0.8294,0.002377,0.002377,0.002377
387,50194.3,0.5375,0.27524,0.8991,0.98993,0.99245,0.99375,0.92131,0.45699,0.18336,0.82942,0.0023572,0.0023572,0.0023572
388,50324.4,0.53735,0.27366,0.89579,0.9903,0.99254,0.99375,0.921,0.45684,0.18285,0.8291,0.0023374,0.0023374,0.0023374
389,50452.5,0.53857,0.27493,0.89784,0.99046,0.9925,0.99377,0.92091,0.45664,0.18277,0.82875,0.0023176,0.0023176,0.0023176
390,50581.8,0.53868,0.27431,0.89759,0.9919,0.99134,0.9938,0.921,0.4565,0.18257,0.82869,0.0022978,0.0022978,0.0022978
391,50711.1,0.53644,0.27272,0.89556,0.99211,0.99105,0.99377,0.92086,0.45665,0.18285,0.82858,0.002278,0.002278,0.002278
392,50840.2,0.53728,0.27251,0.89632,0.99186,0.99171,0.99375,0.92155,0.45656,0.18246,0.82846,0.0022582,0.0022582,0.0022582
393,50969.5,0.53678,0.27329,0.89557,0.99181,0.99175,0.99376,0.92128,0.45638,0.18287,0.82824,0.0022384,0.0022384,0.0022384
394,51098.9,0.53287,0.27018,0.89652,0.9916,0.99181,0.99375,0.92112,0.45616,0.18258,0.82816,0.0022186,0.0022186,0.0022186
395,51227.3,0.53636,0.27358,0.89693,0.99165,0.99181,0.99373,0.92127,0.45598,0.18237,0.82808,0.0021988,0.0021988,0.0021988
396,51357.5,0.53201,0.27123,0.8937,0.99184,0.99181,0.99382,0.92111,0.4559,0.18251,0.82794,0.002179,0.002179,0.002179
397,51486.2,0.53439,0.27105,0.89707,0.99151,0.99181,0.99381,0.92158,0.45564,0.18257,0.82779,0.0021592,0.0021592,0.0021592
398,51614.6,0.53208,0.27007,0.89501,0.99136,0.9914,0.9938,0.92139,0.45547,0.18237,0.8277,0.0021394,0.0021394,0.0021394
399,51744.9,0.53252,0.27038,0.89556,0.99084,0.99158,0.99382,0.92151,0.45543,0.18233,0.82774,0.0021196,0.0021196,0.0021196
400,51873.2,0.53256,0.26962,0.89394,0.99095,0.99071,0.99382,0.92188,0.45528,0.18225,0.82761,0.0020998,0.0020998,0.0020998
401,52001.7,0.53084,0.2693,0.89404,0.98907,0.99274,0.99385,0.92177,0.45541,0.18176,0.82761,0.00208,0.00208,0.00208
402,52131.7,0.53148,0.26986,0.89309,0.9898,0.99237,0.99384,0.9219,0.45548,0.18175,0.8276,0.0020602,0.0020602,0.0020602
403,52260.6,0.52821,0.26991,0.89492,0.98978,0.9924,0.99381,0.92238,0.4554,0.18148,0.82759,0.0020404,0.0020404,0.0020404
404,52389.6,0.52704,0.26662,0.89362,0.98947,0.9925,0.99381,0.92236,0.45531,0.18137,0.82763,0.0020206,0.0020206,0.0020206
405,52519.1,0.52627,0.26707,0.89486,0.98909,0.99276,0.9938,0.9225,0.45538,0.18156,0.82761,0.0020008,0.0020008,0.0020008
406,52647.6,0.52627,0.26671,0.89356,0.99153,0.99046,0.99385,0.92207,0.45531,0.18197,0.82762,0.001981,0.001981,0.001981
407,52777.2,0.52712,0.26856,0.8945,0.99181,0.99139,0.99387,0.92233,0.45523,0.18187,0.8276,0.0019612,0.0019612,0.0019612
408,52906.4,0.52791,0.26494,0.89349,0.99158,0.99106,0.99386,0.9222,0.45494,0.18211,0.82734,0.0019414,0.0019414,0.0019414
409,53035,0.52593,0.26421,0.89,0.99169,0.99087,0.99387,0.92224,0.45473,0.18194,0.82719,0.0019216,0.0019216,0.0019216
410,53165.2,0.52533,0.26373,0.89463,0.99174,0.99118,0.99389,0.92212,0.45466,0.18221,0.82719,0.0019018,0.0019018,0.0019018
411,53293.9,0.52605,0.26482,0.89304,0.99169,0.99073,0.99387,0.9224,0.45441,0.18169,0.82704,0.001882,0.001882,0.001882
412,53422.6,0.52639,0.26511,0.89155,0.99197,0.9907,0.99381,0.92219,0.45419,0.18187,0.82691,0.0018622,0.0018622,0.0018622
413,53553.2,0.52206,0.2622,0.89076,0.99204,0.9906,0.99378,0.92257,0.45413,0.18125,0.82701,0.0018424,0.0018424,0.0018424
414,53681.9,0.5249,0.26391,0.89218,0.99218,0.99082,0.99379,0.92245,0.45414,0.18135,0.82698,0.0018226,0.0018226,0.0018226
415,53810.6,0.52285,0.2628,0.89195,0.99224,0.99082,0.99378,0.92222,0.45419,0.18116,0.82703,0.0018028,0.0018028,0.0018028
416,53940.5,0.52586,0.26384,0.89224,0.99217,0.99073,0.99377,0.92246,0.45414,0.18097,0.82705,0.001783,0.001783,0.001783
417,54069.5,0.52452,0.26407,0.89222,0.99221,0.99019,0.99376,0.92248,0.45399,0.18046,0.82703,0.0017632,0.0017632,0.0017632
418,54199.1,0.52119,0.26187,0.89257,0.99194,0.98959,0.99377,0.92234,0.45383,0.1804,0.82702,0.0017434,0.0017434,0.0017434
419,54328.6,0.51904,0.26085,0.89211,0.99211,0.98958,0.99377,0.92251,0.45385,0.18024,0.82714,0.0017236,0.0017236,0.0017236
420,54456.8,0.52121,0.26026,0.88968,0.99244,0.99006,0.99377,0.92251,0.45395,0.17979,0.82719,0.0017038,0.0017038,0.0017038
421,54586.8,0.5186,0.26174,0.88954,0.99182,0.99051,0.99379,0.92247,0.45389,0.17914,0.82717,0.001684,0.001684,0.001684
422,54715.7,0.51871,0.2587,0.8897,0.99125,0.99087,0.99379,0.92273,0.45381,0.17866,0.82716,0.0016642,0.0016642,0.0016642
423,54844.2,0.51768,0.25893,0.89119,0.99257,0.98924,0.9938,0.92279,0.45352,0.1786,0.82682,0.0016444,0.0016444,0.0016444
424,54973.8,0.51914,0.25876,0.89118,0.99298,0.98926,0.99383,0.92244,0.45351,0.17844,0.8268,0.0016246,0.0016246,0.0016246
425,55102.4,0.51888,0.2573,0.88996,0.99273,0.98981,0.99386,0.92261,0.45363,0.17871,0.82694,0.0016048,0.0016048,0.0016048
426,55231.1,0.51703,0.25861,0.89093,0.99052,0.99216,0.99386,0.92267,0.45359,0.17842,0.82697,0.001585,0.001585,0.001585
427,55361.4,0.51134,0.25752,0.88867,0.99037,0.9925,0.99387,0.92272,0.45331,0.17796,0.8269,0.0015652,0.0015652,0.0015652
428,55490.2,0.51626,0.25855,0.89031,0.99018,0.99253,0.99388,0.92293,0.45314,0.17781,0.82698,0.0015454,0.0015454,0.0015454
429,55619.2,0.51254,0.25659,0.88746,0.99019,0.99147,0.99385,0.92286,0.45323,0.17789,0.82702,0.0015256,0.0015256,0.0015256
430,55749.6,0.50904,0.2547,0.88862,0.99053,0.99135,0.99384,0.9228,0.45311,0.17801,0.82697,0.0015058,0.0015058,0.0015058
431,55878,0.51358,0.25533,0.88553,0.99161,0.99039,0.99386,0.9226,0.45303,0.17808,0.82688,0.001486,0.001486,0.001486
432,56007.7,0.50841,0.25339,0.88599,0.99191,0.99001,0.99388,0.92255,0.45303,0.1783,0.82682,0.0014662,0.0014662,0.0014662
433,56136.7,0.51241,0.2551,0.88974,0.99064,0.99149,0.9939,0.92289,0.453,0.17856,0.82683,0.0014464,0.0014464,0.0014464
434,56265.2,0.50929,0.25474,0.88787,0.9911,0.99111,0.99393,0.9232,0.45286,0.17832,0.82675,0.0014266,0.0014266,0.0014266
435,56394.8,0.51055,0.25333,0.8879,0.99085,0.99161,0.99394,0.92318,0.45274,0.17808,0.82674,0.0014068,0.0014068,0.0014068
436,56523.7,0.50587,0.25138,0.88583,0.99078,0.99189,0.99397,0.92384,0.45264,0.17756,0.8267,0.001387,0.001387,0.001387
437,56652.7,0.50923,0.25303,0.88912,0.99105,0.99173,0.99397,0.92368,0.45258,0.17729,0.82675,0.0013672,0.0013672,0.0013672
438,56782.7,0.50424,0.25024,0.88777,0.99085,0.99152,0.99397,0.9233,0.45255,0.17775,0.82679,0.0013474,0.0013474,0.0013474
439,56911.5,0.50538,0.2509,0.88769,0.99033,0.99229,0.99398,0.9237,0.45255,0.17754,0.82672,0.0013276,0.0013276,0.0013276
440,57039.9,0.50493,0.24999,0.88618,0.99019,0.99249,0.99397,0.92366,0.45249,0.17759,0.82673,0.0013078,0.0013078,0.0013078
441,57169.9,0.50718,0.25157,0.88592,0.99043,0.99232,0.99396,0.92406,0.45229,0.17775,0.82661,0.001288,0.001288,0.001288
442,57298.5,0.50527,0.25056,0.88548,0.99048,0.99221,0.99399,0.92384,0.45212,0.17722,0.82655,0.0012682,0.0012682,0.0012682
443,57427,0.50332,0.24733,0.88556,0.99028,0.99215,0.99402,0.92342,0.45216,0.17754,0.82653,0.0012484,0.0012484,0.0012484
444,57556.7,0.50083,0.24717,0.88592,0.99022,0.99248,0.99405,0.92386,0.45217,0.17752,0.82657,0.0012286,0.0012286,0.0012286
445,57685.2,0.50243,0.24606,0.88836,0.99022,0.99248,0.99408,0.92379,0.45206,0.17725,0.82654,0.0012088,0.0012088,0.0012088
446,57815.7,0.50689,0.24893,0.88938,0.99021,0.99245,0.9941,0.92428,0.45195,0.177,0.82644,0.001189,0.001189,0.001189
447,57944.8,0.50056,0.24636,0.88518,0.99016,0.99243,0.99413,0.92421,0.45198,0.17729,0.82641,0.0011692,0.0011692,0.0011692
448,58073.9,0.50234,0.24552,0.88497,0.99019,0.99244,0.99414,0.9239,0.45205,0.17674,0.82649,0.0011494,0.0011494,0.0011494
449,58203.9,0.49819,0.24372,0.88276,0.99019,0.99242,0.99413,0.92386,0.45207,0.17686,0.82637,0.0011296,0.0011296,0.0011296
450,58333.1,0.49824,0.24458,0.88329,0.99002,0.99263,0.99414,0.92414,0.45241,0.1769,0.82674,0.0011098,0.0011098,0.0011098
451,58461.7,0.50015,0.24548,0.88465,0.99026,0.9926,0.99414,0.92447,0.45234,0.1769,0.82661,0.00109,0.00109,0.00109
452,58591.7,0.49972,0.2447,0.88684,0.98901,0.99375,0.99413,0.92454,0.45229,0.17664,0.82657,0.0010702,0.0010702,0.0010702
453,58720.8,0.49771,0.24237,0.88356,0.9902,0.99209,0.99413,0.92416,0.45218,0.17658,0.82639,0.0010504,0.0010504,0.0010504
454,58849.5,0.49574,0.24205,0.88301,0.9904,0.99193,0.99411,0.92402,0.45203,0.17646,0.82632,0.0010306,0.0010306,0.0010306
455,58979.5,0.49569,0.24335,0.8837,0.99105,0.99092,0.99415,0.92396,0.45187,0.17669,0.82629,0.0010108,0.0010108,0.0010108
456,59108.1,0.49468,0.24067,0.88281,0.98981,0.99209,0.99405,0.9235,0.45188,0.17695,0.82627,0.000991,0.000991,0.000991
457,59237.6,0.49255,0.23939,0.88392,0.9898,0.99214,0.9941,0.9236,0.45175,0.17685,0.82624,0.0009712,0.0009712,0.0009712
458,59367.2,0.49329,0.23981,0.88226,0.99012,0.99203,0.99413,0.92403,0.45159,0.17684,0.82614,0.0009514,0.0009514,0.0009514
459,59496,0.48721,0.23848,0.88126,0.99207,0.98992,0.99407,0.92431,0.45146,0.17683,0.82609,0.0009316,0.0009316,0.0009316
460,59626.1,0.49279,0.23715,0.88166,0.99257,0.98941,0.99403,0.92441,0.45116,0.17672,0.82593,0.0009118,0.0009118,0.0009118
461,59755.5,0.48994,0.2373,0.88195,0.98835,0.99382,0.99406,0.9242,0.45096,0.17673,0.82581,0.000892,0.000892,0.000892
462,59884.5,0.49015,0.23753,0.88014,0.98835,0.99396,0.99405,0.92441,0.45072,0.17687,0.82562,0.0008722,0.0008722,0.0008722
463,60014.7,0.48857,0.23822,0.87885,0.98835,0.99385,0.99403,0.92451,0.45065,0.17678,0.82553,0.0008524,0.0008524,0.0008524
464,60143.6,0.489,0.23636,0.88172,0.98805,0.99361,0.99406,0.92449,0.45068,0.17673,0.82562,0.0008326,0.0008326,0.0008326
465,60272.2,0.48619,0.23404,0.88102,0.98819,0.99356,0.99408,0.92456,0.45069,0.17646,0.82567,0.0008128,0.0008128,0.0008128
466,60401.8,0.48568,0.23355,0.87963,0.9921,0.98957,0.99406,0.92456,0.45063,0.17648,0.8257,0.000793,0.000793,0.000793
467,60530.4,0.4857,0.23543,0.88072,0.99195,0.98976,0.99404,0.92464,0.45059,0.17615,0.82571,0.0007732,0.0007732,0.0007732
468,60660,0.48396,0.23456,0.88028,0.99224,0.98973,0.99403,0.92439,0.45057,0.17608,0.8257,0.0007534,0.0007534,0.0007534
469,60789.5,0.48092,0.23226,0.8773,0.99203,0.98889,0.99402,0.9244,0.4505,0.17627,0.82564,0.0007336,0.0007336,0.0007336
470,60918.4,0.48123,0.23127,0.877,0.99323,0.98774,0.99402,0.92458,0.45045,0.17649,0.82567,0.0007138,0.0007138,0.0007138
471,61048.8,0.48234,0.23201,0.87806,0.99111,0.98974,0.99402,0.92467,0.45034,0.17642,0.82563,0.000694,0.000694,0.000694
472,61178.2,0.48187,0.23296,0.87821,0.99124,0.98988,0.99401,0.9244,0.45029,0.17631,0.82563,0.0006742,0.0006742,0.0006742
473,61307.1,0.47878,0.22843,0.87688,0.99124,0.99007,0.994,0.92474,0.45015,0.17641,0.82552,0.0006544,0.0006544,0.0006544
474,61436.6,0.4806,0.23002,0.88033,0.98831,0.99299,0.99399,0.92464,0.45002,0.17605,0.82547,0.0006346,0.0006346,0.0006346
475,61565.8,0.47877,0.23037,0.87947,0.99099,0.9904,0.99399,0.92477,0.45005,0.17573,0.82559,0.0006148,0.0006148,0.0006148
476,61694.5,0.47644,0.22826,0.8757,0.99096,0.99044,0.99398,0.92483,0.45004,0.17576,0.82561,0.000595,0.000595,0.000595
477,61824.6,0.47709,0.22932,0.87687,0.99095,0.99045,0.99399,0.92498,0.45004,0.17602,0.82561,0.0005752,0.0005752,0.0005752
478,61953.1,0.47524,0.22596,0.87635,0.99101,0.99079,0.99395,0.92517,0.44994,0.1759,0.82561,0.0005554,0.0005554,0.0005554
479,62081.8,0.475,0.22575,0.87668,0.98928,0.99265,0.99395,0.92509,0.44996,0.17577,0.82567,0.0005356,0.0005356,0.0005356
480,62211.9,0.47444,0.22547,0.87443,0.99072,0.99082,0.99396,0.92542,0.44974,0.17574,0.8257,0.0005158,0.0005158,0.0005158
481,62340.1,0.47441,0.22556,0.87802,0.99125,0.99072,0.99394,0.92495,0.44982,0.17574,0.82579,0.000496,0.000496,0.000496
482,62469.7,0.47293,0.22505,0.87492,0.991,0.99043,0.99394,0.92508,0.44983,0.17592,0.82583,0.0004762,0.0004762,0.0004762
483,62599,0.47145,0.22415,0.87505,0.99205,0.98962,0.99395,0.9252,0.44975,0.17584,0.82589,0.0004564,0.0004564,0.0004564
484,62728,0.47167,0.22278,0.87577,0.98922,0.99277,0.99395,0.92499,0.44979,0.17596,0.82599,0.0004366,0.0004366,0.0004366
485,62858.2,0.46567,0.22089,0.87414,0.98925,0.99255,0.99393,0.92534,0.44987,0.17605,0.82601,0.0004168,0.0004168,0.0004168
486,62987.5,0.4675,0.22322,0.87466,0.98919,0.99282,0.99395,0.92522,0.44985,0.17628,0.82603,0.000397,0.000397,0.000397
487,63116,0.46663,0.22059,0.87528,0.99343,0.98811,0.99396,0.9257,0.44983,0.17623,0.82605,0.0003772,0.0003772,0.0003772
488,63246.1,0.46716,0.21901,0.87466,0.99343,0.98819,0.99397,0.92523,0.44976,0.1763,0.82605,0.0003574,0.0003574,0.0003574
489,63375.1,0.46362,0.21819,0.87465,0.99304,0.98832,0.99395,0.92544,0.44981,0.17615,0.82607,0.0003376,0.0003376,0.0003376
490,63504,0.46626,0.21911,0.87397,0.99304,0.98828,0.99394,0.92524,0.44979,0.17625,0.82612,0.0003178,0.0003178,0.0003178
491,63673.2,0.39818,0.16859,0.81706,0.99308,0.98824,0.99391,0.92521,0.44978,0.1761,0.8262,0.000298,0.000298,0.000298
492,63800.5,0.39076,0.16615,0.81714,0.99288,0.98814,0.99388,0.92496,0.44982,0.17661,0.82625,0.0002782,0.0002782,0.0002782
493,63929.5,0.38848,0.16458,0.81419,0.98904,0.99265,0.99382,0.92519,0.44983,0.17676,0.82619,0.0002584,0.0002584,0.0002584
494,64057.8,0.38801,0.16382,0.81546,0.98916,0.99288,0.99371,0.92496,0.44992,0.17706,0.82625,0.0002386,0.0002386,0.0002386
495,64185.4,0.38511,0.16187,0.8146,0.98908,0.99303,0.99366,0.92517,0.44988,0.1771,0.82624,0.0002188,0.0002188,0.0002188
496,64313.6,0.38456,0.16167,0.81286,0.98978,0.99229,0.9936,0.92502,0.45006,0.17739,0.82636,0.000199,0.000199,0.000199
497,64441.6,0.3831,0.1595,0.8141,0.98988,0.99232,0.99357,0.9246,0.45008,0.17745,0.82644,0.0001792,0.0001792,0.0001792
498,64568.7,0.37997,0.15922,0.81361,0.99006,0.99187,0.99354,0.92439,0.45006,0.17776,0.8265,0.0001594,0.0001594,0.0001594
499,64698.1,0.37897,0.15803,0.8127,0.99037,0.99204,0.99351,0.92478,0.45003,0.17774,0.82647,0.0001396,0.0001396,0.0001396
500,64825.2,0.37891,0.15735,0.81373,0.99054,0.99222,0.99347,0.92478,0.45,0.17775,0.8264,0.0001198,0.0001198,0.0001198
