epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,23604.3,0.61638,0.33698,0.92243,0.98113,0.99299,0.99408,0.91328,0.47042,0.20088,0.83372,0.006436,0.006436,0.006436
182,23733.3,0.61492,0.33924,0.92605,0.98093,0.99221,0.99405,0.91347,0.47019,0.20071,0.83373,0.0064162,0.0064162,0.0064162
183,23861.5,0.61872,0.33876,0.92546,0.98573,0.98786,0.99407,0.91356,0.47006,0.20082,0.83373,0.0063964,0.0063964,0.0063964
184,23990.8,0.61439,0.33873,0.91997,0.98556,0.98764,0.99409,0.91392,0.4699,0.20081,0.83338,0.0063766,0.0063766,0.0063766
185,24119.7,0.61522,0.33932,0.92711,0.98099,0.99209,0.99407,0.91425,0.4697,0.20067,0.83345,0.0063568,0.0063568,0.0063568
186,24247.8,0.61446,0.33727,0.92454,0.981,0.99206,0.99403,0.9141,0.46946,0.20077,0.8333,0.006337,0.006337,0.006337
187,24378,0.61657,0.33798,0.92722,0.98081,0.99206,0.99404,0.91427,0.46926,0.20072,0.8334,0.0063172,0.0063172,0.0063172
188,24506.4,0.61269,0.33871,0.92178,0.9901,0.98301,0.99411,0.91444,0.46909,0.20053,0.83317,0.0062974,0.0062974,0.0062974
189,24635.1,0.6154,0.33787,0.92615,0.97997,0.99295,0.99412,0.91439,0.46892,0.20056,0.83318,0.0062776,0.0062776,0.0062776
190,24765.1,0.61369,0.33594,0.92219,0.98963,0.98349,0.99408,0.91417,0.46877,0.20008,0.83311,0.0062578,0.0062578,0.0062578
191,24893.3,0.61207,0.33533,0.92453,0.99035,0.98267,0.99409,0.91447,0.4688,0.19987,0.8331,0.006238,0.006238,0.006238
192,25022.7,0.61174,0.33782,0.92465,0.98995,0.98359,0.99406,0.91426,0.46865,0.20003,0.83312,0.0062182,0.0062182,0.0062182
193,25152.3,0.61074,0.33445,0.9239,0.9906,0.98301,0.99407,0.91463,0.46835,0.19976,0.83304,0.0061984,0.0061984,0.0061984
194,25280.8,0.60995,0.33419,0.91934,0.9803,0.99308,0.99405,0.91429,0.46819,0.19906,0.83278,0.0061786,0.0061786,0.0061786
195,25410,0.60913,0.33323,0.9208,0.98013,0.99339,0.99404,0.91449,0.46821,0.19869,0.83275,0.0061588,0.0061588,0.0061588
196,25539.2,0.60949,0.33434,0.92266,0.98021,0.99341,0.99399,0.91422,0.4683,0.19909,0.83276,0.006139,0.006139,0.006139
197,25667.8,0.60747,0.33169,0.92002,0.98081,0.99298,0.99394,0.914,0.46832,0.19877,0.83268,0.0061192,0.0061192,0.0061192
198,25797.9,0.61075,0.33898,0.92246,0.9807,0.99303,0.99395,0.91436,0.46829,0.19865,0.83276,0.0060994,0.0060994,0.0060994
199,25926.7,0.60959,0.33513,0.92452,0.99064,0.98307,0.99397,0.91403,0.46822,0.19882,0.83295,0.0060796,0.0060796,0.0060796
200,26055,0.61106,0.33349,0.9246,0.99067,0.98295,0.99399,0.91434,0.46812,0.19839,0.83303,0.0060598,0.0060598,0.0060598
201,26185.4,0.60985,0.33265,0.92296,0.99075,0.9834,0.99399,0.91441,0.46798,0.19794,0.83299,0.00604,0.00604,0.00604
202,26313.9,0.60792,0.33585,0.9213,0.99126,0.98398,0.994,0.91458,0.46785,0.19757,0.83283,0.0060202,0.0060202,0.0060202
203,26442.8,0.60906,0.33343,0.92202,0.99112,0.98452,0.99399,0.91407,0.46785,0.19737,0.83276,0.0060004,0.0060004,0.0060004
204,26572.4,0.6095,0.33249,0.92062,0.99113,0.98501,0.99402,0.91444,0.46777,0.19693,0.83272,0.0059806,0.0059806,0.0059806
205,26701.2,0.60767,0.33313,0.92209,0.99136,0.98587,0.99401,0.91477,0.46767,0.19682,0.83267,0.0059608,0.0059608,0.0059608
206,26830.6,0.60586,0.33102,0.92075,0.99168,0.98635,0.99401,0.91464,0.46737,0.19623,0.83255,0.005941,0.005941,0.005941
207,26960.3,0.61049,0.33213,0.92182,0.99143,0.98687,0.99405,0.91474,0.4673,0.19618,0.83251,0.0059212,0.0059212,0.0059212
208,27088.8,0.61098,0.33073,0.92254,0.99142,0.98705,0.99405,0.91499,0.46726,0.19627,0.83235,0.0059014,0.0059014,0.0059014
209,27218.3,0.60955,0.33291,0.92208,0.99168,0.98712,0.99403,0.91542,0.46729,0.1964,0.83237,0.0058816,0.0058816,0.0058816
210,27347.3,0.60852,0.33068,0.92131,0.99168,0.98716,0.99405,0.91533,0.46708,0.19611,0.83234,0.0058618,0.0058618,0.0058618
211,27475.6,0.61136,0.3321,0.92348,0.99121,0.98711,0.99406,0.91508,0.46721,0.1961,0.83232,0.005842,0.005842,0.005842
212,27605.4,0.60358,0.33027,0.91873,0.99137,0.98705,0.99409,0.91494,0.46706,0.19571,0.83211,0.0058222,0.0058222,0.0058222
213,27734.1,0.60327,0.32886,0.9215,0.99166,0.98692,0.99408,0.91491,0.46696,0.19537,0.83219,0.0058024,0.0058024,0.0058024
214,27862.5,0.6054,0.33021,0.92348,0.9909,0.98776,0.99408,0.91508,0.4667,0.19521,0.83219,0.0057826,0.0057826,0.0057826
215,27993,0.60589,0.33104,0.91998,0.9913,0.98782,0.99409,0.91539,0.46687,0.19502,0.83214,0.0057628,0.0057628,0.0057628
216,28121.6,0.60447,0.32901,0.92091,0.99092,0.98787,0.99413,0.91535,0.46696,0.19489,0.83219,0.005743,0.005743,0.005743
217,28250.2,0.60553,0.32891,0.92059,0.99128,0.98828,0.99414,0.91522,0.467,0.19491,0.83219,0.0057232,0.0057232,0.0057232
218,28379.5,0.60528,0.33189,0.92126,0.99091,0.98799,0.9941,0.91539,0.46694,0.19515,0.83219,0.0057034,0.0057034,0.0057034
219,28508.2,0.60497,0.32879,0.9196,0.99118,0.98775,0.99409,0.9151,0.46704,0.19484,0.83211,0.0056836,0.0056836,0.0056836
220,28636.8,0.60381,0.32731,0.9201,0.99165,0.98717,0.99404,0.91526,0.46702,0.19479,0.83218,0.0056638,0.0056638,0.0056638
221,28766,0.60388,0.32813,0.92329,0.99155,0.9872,0.99396,0.9152,0.46699,0.19469,0.83216,0.005644,0.005644,0.005644
222,28894.2,0.6033,0.32857,0.92117,0.99143,0.987,0.99389,0.91495,0.46699,0.19528,0.83217,0.0056242,0.0056242,0.0056242
223,29023.9,0.60145,0.32676,0.92181,0.99156,0.98719,0.99388,0.91509,0.46679,0.19554,0.83228,0.0056044,0.0056044,0.0056044
224,29152.9,0.60357,0.32738,0.92245,0.99152,0.98766,0.99386,0.91491,0.46681,0.19536,0.83237,0.0055846,0.0055846,0.0055846
225,29281.3,0.60477,0.33138,0.92369,0.99135,0.98746,0.99383,0.91466,0.46704,0.19522,0.83263,0.0055648,0.0055648,0.0055648
226,29411,0.60256,0.3291,0.92018,0.99112,0.98749,0.99384,0.91494,0.46691,0.19516,0.83257,0.005545,0.005545,0.005545
227,29539.4,0.59487,0.32287,0.91557,0.99149,0.98746,0.99381,0.9148,0.4666,0.19479,0.83219,0.0055252,0.0055252,0.0055252
228,29667.9,0.60068,0.32802,0.91668,0.99181,0.98738,0.99377,0.91498,0.46663,0.19447,0.83213,0.0055054,0.0055054,0.0055054
229,29797.5,0.60067,0.3267,0.92044,0.99168,0.98731,0.99371,0.91493,0.46647,0.19467,0.83197,0.0054856,0.0054856,0.0054856
230,29926.1,0.60081,0.32772,0.9166,0.99175,0.98759,0.99373,0.91497,0.46636,0.19463,0.83188,0.0054658,0.0054658,0.0054658
231,30054.3,0.5967,0.32399,0.91937,0.99172,0.98681,0.99363,0.91526,0.4663,0.19481,0.83203,0.005446,0.005446,0.005446
232,30184.1,0.59951,0.32589,0.91836,0.99147,0.98658,0.99363,0.91553,0.46628,0.19467,0.83205,0.0054262,0.0054262,0.0054262
233,30312.9,0.59822,0.32623,0.9219,0.99157,0.98619,0.99363,0.9152,0.46621,0.19421,0.83217,0.0054064,0.0054064,0.0054064
234,30442.9,0.60143,0.32307,0.919,0.99181,0.98619,0.99366,0.91534,0.46629,0.19396,0.8322,0.0053866,0.0053866,0.0053866
235,30572.3,0.59648,0.32251,0.9176,0.99152,0.98607,0.99363,0.9152,0.46645,0.19429,0.83219,0.0053668,0.0053668,0.0053668
236,30700.5,0.59797,0.32414,0.91971,0.98637,0.99188,0.99365,0.91538,0.46653,0.19444,0.83219,0.005347,0.005347,0.005347
237,30830.4,0.59866,0.32696,0.91906,0.99015,0.98758,0.99365,0.91539,0.46649,0.19488,0.8321,0.0053272,0.0053272,0.0053272
238,30959.2,0.59554,0.32161,0.91765,0.99061,0.9877,0.99362,0.91544,0.46636,0.19503,0.83187,0.0053074,0.0053074,0.0053074
239,31087.8,0.59702,0.32401,0.91535,0.98704,0.99022,0.99359,0.91534,0.46627,0.19481,0.83175,0.0052876,0.0052876,0.0052876
240,31217.5,0.59809,0.32318,0.91864,0.98622,0.99175,0.99357,0.91544,0.46648,0.1948,0.83168,0.0052678,0.0052678,0.0052678
241,31346.2,0.59595,0.32058,0.91641,0.98667,0.99196,0.99356,0.91535,0.46666,0.1949,0.83178,0.005248,0.005248,0.005248
242,31474.5,0.59655,0.32594,0.91511,0.98654,0.9911,0.99361,0.91535,0.46669,0.19517,0.83156,0.0052282,0.0052282,0.0052282
243,31604.5,0.59473,0.32039,0.91776,0.99113,0.98667,0.9936,0.91516,0.46665,0.1951,0.83149,0.0052084,0.0052084,0.0052084
244,31733.1,0.59429,0.32098,0.91461,0.99072,0.98698,0.99359,0.91483,0.46639,0.19469,0.83142,0.0051886,0.0051886,0.0051886
245,31862.3,0.59876,0.31966,0.91786,0.98892,0.98905,0.99361,0.91486,0.46635,0.19468,0.83132,0.0051688,0.0051688,0.0051688
246,31992.1,0.59694,0.31981,0.91575,0.98938,0.98917,0.99363,0.91442,0.46653,0.19446,0.83126,0.005149,0.005149,0.005149
247,32120.1,0.59466,0.32098,0.91746,0.98996,0.98847,0.99374,0.91468,0.46689,0.19425,0.8313,0.0051292,0.0051292,0.0051292
248,32250.7,0.59579,0.32015,0.91502,0.99,0.98874,0.99375,0.91465,0.46695,0.19391,0.83124,0.0051094,0.0051094,0.0051094
249,32379.5,0.59207,0.321,0.91547,0.99087,0.98866,0.9938,0.91487,0.46698,0.19354,0.83122,0.0050896,0.0050896,0.0050896
250,32507.9,0.59383,0.32068,0.91654,0.99093,0.98813,0.99378,0.91479,0.46694,0.194,0.83118,0.0050698,0.0050698,0.0050698
251,32637.5,0.59142,0.31965,0.91693,0.99062,0.98772,0.99382,0.91498,0.4669,0.19397,0.83121,0.00505,0.00505,0.00505
252,32766.5,0.59361,0.31953,0.91638,0.98789,0.98988,0.99389,0.9153,0.46659,0.19349,0.83111,0.0050302,0.0050302,0.0050302
253,32894.8,0.59513,0.31799,0.91763,0.99058,0.98698,0.99393,0.91581,0.46659,0.19319,0.83113,0.0050104,0.0050104,0.0050104
254,33024.5,0.59414,0.31873,0.91736,0.98763,0.99061,0.99396,0.91596,0.46671,0.19344,0.83109,0.0049906,0.0049906,0.0049906
255,33153.1,0.58993,0.31814,0.91339,0.99006,0.98732,0.99402,0.9162,0.46663,0.1934,0.831,0.0049708,0.0049708,0.0049708
256,33281.4,0.59253,0.31991,0.91522,0.98935,0.98791,0.99405,0.91642,0.46675,0.19403,0.831,0.004951,0.004951,0.004951
257,33410.4,0.59305,0.31976,0.91934,0.98896,0.98815,0.99408,0.91566,0.46676,0.19372,0.83109,0.0049312,0.0049312,0.0049312
258,33538.7,0.59068,0.3184,0.91412,0.9883,0.98898,0.99408,0.91538,0.46652,0.19366,0.83092,0.0049114,0.0049114,0.0049114
259,33668,0.58926,0.3171,0.91246,0.98776,0.98894,0.99408,0.91509,0.46638,0.194,0.83078,0.0048916,0.0048916,0.0048916
260,33797.4,0.59024,0.31994,0.91703,0.98777,0.98838,0.99408,0.91507,0.46625,0.19373,0.83076,0.0048718,0.0048718,0.0048718
261,33925.9,0.58888,0.3158,0.91568,0.98842,0.98826,0.99407,0.91467,0.46632,0.19362,0.83067,0.004852,0.004852,0.004852
262,34055.5,0.58756,0.31498,0.91379,0.99023,0.98624,0.99407,0.91478,0.46608,0.19345,0.83064,0.0048322,0.0048322,0.0048322
263,34184.7,0.59002,0.31675,0.91329,0.99047,0.98666,0.99404,0.91497,0.46612,0.19332,0.83067,0.0048124,0.0048124,0.0048124
264,34313.2,0.58596,0.31323,0.9148,0.9867,0.98994,0.99407,0.91515,0.46613,0.19333,0.83076,0.0047926,0.0047926,0.0047926
265,34442.5,0.58516,0.31259,0.91244,0.98703,0.9899,0.9941,0.91549,0.46595,0.19298,0.83064,0.0047728,0.0047728,0.0047728
266,34571.2,0.58716,0.31479,0.91209,0.98805,0.98975,0.99413,0.91604,0.46601,0.19287,0.83069,0.004753,0.004753,0.004753
267,34699.1,0.58659,0.31545,0.91486,0.98753,0.99021,0.99412,0.91613,0.46591,0.19262,0.83061,0.0047332,0.0047332,0.0047332
268,34829.1,0.58853,0.31676,0.91338,0.98836,0.99007,0.9941,0.91632,0.46559,0.19215,0.83054,0.0047134,0.0047134,0.0047134
269,34957.6,0.58924,0.31505,0.91562,0.98821,0.99021,0.99411,0.9163,0.46546,0.1919,0.83062,0.0046936,0.0046936,0.0046936
270,35086.4,0.58751,0.31513,0.91362,0.9873,0.99107,0.99416,0.91672,0.46512,0.1916,0.8304,0.0046738,0.0046738,0.0046738
271,35216.2,0.58567,0.31168,0.91465,0.98747,0.99119,0.99416,0.91642,0.4649,0.19138,0.83026,0.004654,0.004654,0.004654
272,35344.5,0.58886,0.31381,0.91622,0.98801,0.99128,0.99415,0.91651,0.46471,0.19155,0.83009,0.0046342,0.0046342,0.0046342
273,35474.3,0.58765,0.31721,0.91265,0.98845,0.99029,0.99411,0.91628,0.46453,0.19199,0.83004,0.0046144,0.0046144,0.0046144
274,35603.3,0.58675,0.31534,0.91556,0.98977,0.98984,0.99416,0.91631,0.46461,0.1919,0.83006,0.0045946,0.0045946,0.0045946
275,35732.2,0.58526,0.3146,0.91422,0.98959,0.99005,0.99416,0.91671,0.46469,0.19189,0.83006,0.0045748,0.0045748,0.0045748
276,35862,0.58328,0.31253,0.91264,0.98925,0.98993,0.99414,0.91684,0.46455,0.19173,0.82984,0.004555,0.004555,0.004555
277,35990.9,0.58555,0.31283,0.911,0.98858,0.99012,0.99413,0.91702,0.4646,0.19176,0.82972,0.0045352,0.0045352,0.0045352
278,36119.1,0.58482,0.31036,0.91256,0.98663,0.99223,0.99416,0.91666,0.46459,0.19194,0.82964,0.0045154,0.0045154,0.0045154
279,36248.8,0.58201,0.3119,0.9115,0.98668,0.99204,0.99416,0.917,0.46463,0.192,0.82966,0.0044956,0.0044956,0.0044956
280,36377.2,0.58509,0.3132,0.91189,0.98668,0.99204,0.99419,0.91686,0.46464,0.19188,0.82966,0.0044758,0.0044758,0.0044758
281,36505.2,0.58463,0.31149,0.91291,0.98546,0.99322,0.99419,0.91697,0.46437,0.19176,0.82954,0.004456,0.004456,0.004456
282,36635.4,0.58136,0.30913,0.91344,0.98582,0.99319,0.99421,0.91702,0.46425,0.19185,0.82956,0.0044362,0.0044362,0.0044362
283,36763.4,0.58336,0.31017,0.91555,0.98577,0.99289,0.99424,0.91659,0.46426,0.19181,0.82981,0.0044164,0.0044164,0.0044164
284,36892.5,0.5816,0.31166,0.91416,0.9855,0.99322,0.99424,0.91714,0.4639,0.19184,0.82971,0.0043966,0.0043966,0.0043966
285,37021.8,0.5815,0.30908,0.91318,0.98833,0.98954,0.99427,0.91715,0.46379,0.19187,0.82978,0.0043768,0.0043768,0.0043768
286,37150.5,0.58573,0.31112,0.91571,0.98603,0.99256,0.99428,0.91698,0.46367,0.19112,0.82982,0.004357,0.004357,0.004357
287,37280.3,0.58242,0.30845,0.91198,0.98603,0.9925,0.99428,0.91688,0.4635,0.19088,0.82973,0.0043372,0.0043372,0.0043372
288,37409.6,0.58321,0.31028,0.9145,0.98603,0.99222,0.99429,0.91695,0.46321,0.19125,0.82973,0.0043174,0.0043174,0.0043174
289,37538.3,0.5763,0.30804,0.90927,0.98613,0.99248,0.9943,0.9171,0.46307,0.19123,0.82968,0.0042976,0.0042976,0.0042976
290,37667.8,0.57917,0.3057,0.91037,0.9875,0.99074,0.99433,0.91742,0.46301,0.19087,0.82968,0.0042778,0.0042778,0.0042778
291,37796.6,0.57893,0.308,0.91141,0.98759,0.99033,0.99431,0.91706,0.4626,0.19049,0.82938,0.004258,0.004258,0.004258
292,37924.9,0.57901,0.30665,0.91169,0.98761,0.99037,0.99432,0.91751,0.46244,0.19025,0.82923,0.0042382,0.0042382,0.0042382
293,38055.3,0.57685,0.30827,0.9112,0.98779,0.99059,0.99429,0.91742,0.46241,0.19016,0.8293,0.0042184,0.0042184,0.0042184
294,38183.6,0.578,0.30741,0.91321,0.98864,0.99007,0.99427,0.91819,0.46262,0.19024,0.82941,0.0041986,0.0041986,0.0041986
295,38312.4,0.57639,0.30667,0.91112,0.98905,0.98905,0.99426,0.91835,0.46239,0.19039,0.82939,0.0041788,0.0041788,0.0041788
296,38442.3,0.58027,0.30919,0.9144,0.98837,0.99042,0.99424,0.91783,0.46223,0.19055,0.8295,0.004159,0.004159,0.004159
297,38570.9,0.57982,0.30829,0.91747,0.98983,0.9889,0.99426,0.9178,0.46204,0.19049,0.8296,0.0041392,0.0041392,0.0041392
298,38699.8,0.57836,0.30423,0.9116,0.98923,0.98962,0.99424,0.91762,0.46187,0.19027,0.82967,0.0041194,0.0041194,0.0041194
299,38829.4,0.579,0.30516,0.91363,0.99015,0.98926,0.99423,0.91804,0.4615,0.19004,0.82946,0.0040996,0.0040996,0.0040996
300,38958.3,0.57726,0.30443,0.91173,0.99059,0.98908,0.99422,0.91783,0.46149,0.18967,0.82957,0.0040798,0.0040798,0.0040798
301,39088.1,0.576,0.30762,0.90992,0.99072,0.989,0.99421,0.91803,0.46142,0.18947,0.8296,0.00406,0.00406,0.00406
302,39217.4,0.57764,0.30596,0.90914,0.99061,0.9897,0.9942,0.91808,0.46156,0.18881,0.82963,0.0040402,0.0040402,0.0040402
303,39345.6,0.57601,0.304,0.90951,0.9897,0.98986,0.99421,0.91829,0.46132,0.18849,0.82952,0.0040204,0.0040204,0.0040204
304,39475.7,0.57628,0.30407,0.90932,0.98977,0.98986,0.99419,0.91839,0.46126,0.18818,0.82946,0.0040006,0.0040006,0.0040006
305,39604.7,0.57453,0.30429,0.909,0.99008,0.9893,0.99414,0.91837,0.46117,0.18848,0.82943,0.0039808,0.0039808,0.0039808
306,39732.9,0.57231,0.30342,0.90712,0.99025,0.98904,0.99411,0.91831,0.46123,0.18877,0.82939,0.003961,0.003961,0.003961
307,39863.1,0.57553,0.30389,0.91009,0.99046,0.98855,0.99408,0.9184,0.46108,0.18867,0.82934,0.0039412,0.0039412,0.0039412
308,39991.4,0.56916,0.30194,0.90906,0.99155,0.98739,0.99409,0.91861,0.461,0.18827,0.82946,0.0039214,0.0039214,0.0039214
309,40120,0.57331,0.30062,0.90894,0.99189,0.98719,0.9941,0.9189,0.46061,0.18818,0.82931,0.0039016,0.0039016,0.0039016
310,40249.8,0.57257,0.30314,0.90823,0.99226,0.98693,0.99411,0.91867,0.46074,0.18837,0.82928,0.0038818,0.0038818,0.0038818
311,40378.5,0.57515,0.30272,0.91235,0.98546,0.99342,0.99411,0.91841,0.46082,0.18839,0.82941,0.003862,0.003862,0.003862
312,40507,0.5722,0.30179,0.9107,0.99293,0.98628,0.99412,0.91824,0.46077,0.18857,0.82948,0.0038422,0.0038422,0.0038422
313,40636.4,0.57054,0.30022,0.90751,0.985,0.99376,0.99412,0.91823,0.46092,0.18857,0.82944,0.0038224,0.0038224,0.0038224
314,40765,0.56756,0.29879,0.90538,0.98528,0.99295,0.99413,0.91876,0.46086,0.18807,0.82949,0.0038026,0.0038026,0.0038026
315,40895.2,0.57089,0.30052,0.90592,0.98535,0.99356,0.99417,0.9187,0.46086,0.18796,0.82933,0.0037828,0.0037828,0.0037828
316,41024.4,0.57124,0.2997,0.90771,0.98536,0.99374,0.99416,0.91917,0.46073,0.18798,0.82918,0.003763,0.003763,0.003763
317,41152.3,0.571,0.30014,0.90701,0.98561,0.99416,0.99415,0.91888,0.46077,0.18783,0.82917,0.0037432,0.0037432,0.0037432
318,41282,0.57007,0.29902,0.90701,0.98561,0.99423,0.99413,0.91875,0.46063,0.18726,0.82906,0.0037234,0.0037234,0.0037234
319,41410.8,0.56886,0.2984,0.90702,0.98521,0.99412,0.99417,0.91868,0.46045,0.18706,0.82887,0.0037036,0.0037036,0.0037036
320,41539.4,0.5719,0.30218,0.90868,0.98499,0.99409,0.99416,0.91871,0.46042,0.18705,0.82886,0.0036838,0.0036838,0.0036838
321,41669.2,0.56744,0.29849,0.90503,0.99145,0.98738,0.99415,0.91903,0.46028,0.18696,0.82868,0.003664,0.003664,0.003664
322,41797.6,0.5668,0.29799,0.90778,0.99102,0.98741,0.99417,0.91877,0.46025,0.18708,0.82867,0.0036442,0.0036442,0.0036442
323,41926.1,0.56497,0.2956,0.90689,0.98775,0.99287,0.99417,0.91885,0.46011,0.1869,0.82852,0.0036244,0.0036244,0.0036244
324,42055.8,0.56613,0.2985,0.90372,0.98723,0.99304,0.99416,0.91905,0.45998,0.18699,0.8284,0.0036046,0.0036046,0.0036046
325,42184.2,0.56778,0.29977,0.90836,0.98527,0.99373,0.99415,0.91904,0.45988,0.18697,0.82839,0.0035848,0.0035848,0.0035848
326,42313.6,0.56709,0.29878,0.90442,0.98598,0.99401,0.99414,0.91893,0.45981,0.18668,0.82832,0.003565,0.003565,0.003565
327,42443,0.56756,0.29779,0.90884,0.99254,0.98744,0.99415,0.919,0.45989,0.18645,0.82837,0.0035452,0.0035452,0.0035452
328,42571.6,0.56552,0.29746,0.90865,0.9926,0.98756,0.99418,0.91926,0.45993,0.1862,0.82848,0.0035254,0.0035254,0.0035254
329,42702.3,0.5662,0.29554,0.90845,0.99239,0.98816,0.99417,0.91932,0.4599,0.18584,0.82859,0.0035056,0.0035056,0.0035056
330,42831.1,0.56774,0.2955,0.9085,0.9883,0.99195,0.99418,0.91953,0.45991,0.18612,0.82863,0.0034858,0.0034858,0.0034858
331,42959.6,0.56502,0.29667,0.90681,0.98871,0.9915,0.99419,0.91977,0.45985,0.18645,0.82863,0.003466,0.003466,0.003466
332,43089.8,0.56187,0.2946,0.90584,0.9887,0.99104,0.99416,0.9195,0.45987,0.18652,0.82872,0.0034462,0.0034462,0.0034462
333,43218.4,0.56265,0.29469,0.90784,0.98991,0.99078,0.99412,0.91965,0.45981,0.18689,0.82876,0.0034264,0.0034264,0.0034264
334,43346.6,0.56258,0.2951,0.90761,0.98992,0.99119,0.99406,0.91959,0.45983,0.1869,0.82881,0.0034066,0.0034066,0.0034066
335,43476.5,0.56212,0.29385,0.90715,0.99011,0.99061,0.99404,0.91956,0.4598,0.1872,0.82884,0.0033868,0.0033868,0.0033868
336,43604.8,0.55906,0.29411,0.90616,0.98869,0.99223,0.99401,0.91963,0.45977,0.1869,0.82903,0.003367,0.003367,0.003367
337,43734.1,0.56299,0.29616,0.90894,0.98881,0.99226,0.994,0.91976,0.45986,0.18665,0.82928,0.0033472,0.0033472,0.0033472
338,43864.2,0.56206,0.2951,0.90962,0.98887,0.99257,0.99399,0.91971,0.45994,0.18658,0.82957,0.0033274,0.0033274,0.0033274
339,43992.5,0.56278,0.29145,0.91016,0.98922,0.99135,0.99394,0.91951,0.45996,0.18655,0.82994,0.0033076,0.0033076,0.0033076
340,44122.6,0.56127,0.29236,0.90707,0.98901,0.99147,0.99391,0.91948,0.46001,0.18676,0.8301,0.0032878,0.0032878,0.0032878
341,44251.8,0.56014,0.29165,0.90682,0.98901,0.99192,0.9939,0.91949,0.46017,0.18668,0.83041,0.003268,0.003268,0.003268
342,44380.5,0.56171,0.29384,0.90467,0.98898,0.99224,0.99388,0.91911,0.45994,0.18624,0.83024,0.0032482,0.0032482,0.0032482
343,44510.5,0.5607,0.29162,0.90436,0.98914,0.99286,0.99393,0.91929,0.45968,0.18621,0.82998,0.0032284,0.0032284,0.0032284
344,44639.7,0.55719,0.28995,0.90157,0.98897,0.99287,0.99392,0.91891,0.45961,0.18595,0.8297,0.0032086,0.0032086,0.0032086
345,44768.6,0.55644,0.29139,0.90627,0.98914,0.99284,0.99392,0.91895,0.45954,0.18572,0.82971,0.0031888,0.0031888,0.0031888
346,44898.5,0.55853,0.29062,0.90543,0.98884,0.99315,0.99391,0.91898,0.45934,0.18565,0.82966,0.003169,0.003169,0.003169
347,45027.3,0.55931,0.29318,0.90731,0.98858,0.99285,0.99385,0.91876,0.45925,0.18587,0.8297,0.0031492,0.0031492,0.0031492
348,45155.3,0.55834,0.28988,0.90449,0.98841,0.99249,0.99381,0.91885,0.45911,0.18562,0.82956,0.0031294,0.0031294,0.0031294
349,45285.1,0.5537,0.28797,0.90161,0.98893,0.99206,0.99387,0.91961,0.45898,0.18556,0.82946,0.0031096,0.0031096,0.0031096
350,45413.7,0.55501,0.28732,0.90019,0.98927,0.99245,0.99386,0.91935,0.4588,0.18512,0.82926,0.0030898,0.0030898,0.0030898
351,45542.7,0.55807,0.2911,0.90649,0.98946,0.99204,0.99388,0.91956,0.45869,0.18555,0.82923,0.00307,0.00307,0.00307
352,45672.3,0.55559,0.28839,0.90495,0.98949,0.99157,0.99387,0.91936,0.45869,0.18584,0.82925,0.0030502,0.0030502,0.0030502
353,45800.9,0.55701,0.28815,0.90402,0.98958,0.99162,0.99387,0.91948,0.45871,0.18601,0.82924,0.0030304,0.0030304,0.0030304
354,45930.9,0.55593,0.28796,0.90464,0.98913,0.99198,0.9939,0.91916,0.45862,0.18578,0.82931,0.0030106,0.0030106,0.0030106
355,46060.1,0.55436,0.284,0.90162,0.98946,0.99192,0.99394,0.91912,0.45854,0.1852,0.82914,0.0029908,0.0029908,0.0029908
356,46189.2,0.5573,0.28775,0.90644,0.98948,0.99198,0.99391,0.91943,0.45849,0.18531,0.82929,0.002971,0.002971,0.002971
357,46318.8,0.55679,0.28633,0.90139,0.98964,0.99215,0.99391,0.91908,0.45849,0.18502,0.82918,0.0029512,0.0029512,0.0029512
358,46448,0.55262,0.28559,0.90262,0.98994,0.99215,0.99398,0.9194,0.45864,0.18485,0.82931,0.0029314,0.0029314,0.0029314
359,46576.6,0.55535,0.28488,0.90241,0.99015,0.99159,0.99393,0.91991,0.45843,0.18444,0.82919,0.0029116,0.0029116,0.0029116
360,46706.4,0.55034,0.28596,0.90205,0.99012,0.99147,0.99394,0.92008,0.45821,0.18427,0.8292,0.0028918,0.0028918,0.0028918
361,46834.9,0.55314,0.28467,0.90131,0.98972,0.99136,0.99399,0.91981,0.45805,0.18404,0.82908,0.002872,0.002872,0.002872
362,46963.2,0.54999,0.28426,0.90134,0.99122,0.99067,0.99399,0.91969,0.45793,0.18397,0.82915,0.0028522,0.0028522,0.0028522
363,47093.2,0.55082,0.28424,0.90229,0.99124,0.99058,0.994,0.91968,0.458,0.18401,0.82911,0.0028324,0.0028324,0.0028324
364,47221.6,0.54878,0.28366,0.90146,0.9912,0.9904,0.99401,0.91951,0.45806,0.18387,0.82911,0.0028126,0.0028126,0.0028126
365,47351.4,0.55166,0.28638,0.9037,0.98918,0.99275,0.994,0.91949,0.45806,0.18387,0.82911,0.0027928,0.0027928,0.0027928
366,47480.7,0.54828,0.28496,0.90211,0.99133,0.99053,0.99398,0.91972,0.45812,0.18387,0.82912,0.002773,0.002773,0.002773
367,47609.3,0.54874,0.28287,0.90097,0.99064,0.99053,0.99397,0.91974,0.45809,0.18366,0.82923,0.0027532,0.0027532,0.0027532
